Province,fsa,Gender,Age,Language,population
Quebec ,G3B,Female,85 plus,English,0
Quebec ,G7Y,Female,80 to 84,English,0
Quebec ,G4A,Female,45 to 49,English,0
Quebec ,G7T,Female,85 plus,English,0
Quebec ,G8C,Female,75 to 79,English,0
Quebec ,G6S,Female,25 to 29,English,0
Quebec ,G8E,Female,40 to 44,English,0
Quebec ,G8K,Female,85 plus,English,0
Quebec ,G7Z,Female,80 to 84,English,0
Quebec ,G5V,Female,30 to 34,English,0
Quebec ,G7Y,Female,45 to 49,English,0
Quebec ,G8H,Female,35 to 39,English,0
Quebec ,G8N,Female,65 to 69,English,0
Quebec ,G8E,Female,35 to 39,English,0
Quebec ,G8E,Female,80 to 84,English,0
Quebec ,G8K,Female,80 to 84,English,0
Quebec ,G5T,Female,30 to 34,English,0
Quebec ,G5X,Female,25 to 29,English,0
Quebec ,G4A,Female,40 to 44,English,0
Quebec ,G8C,Female,35 to 39,English,0
Quebec ,G8V,Female,80 to 84,English,0
Quebec ,G6A,Female,75 to 79,English,0
Quebec ,G8E,Female,65 to 69,English,0
Quebec ,G1B,Female,85 plus,English,0
Quebec ,G6R,Female,40 to 44,English,0
Quebec ,G7Z,Female,25 to 29,English,0
Quebec ,G8E,Female,25 to 29,English,0
Quebec ,G7P,Female,85 plus,English,0
Quebec ,G8E,Female,30 to 34,English,0
Quebec ,G5Z,Female,85 plus,English,0
Quebec ,G8E,Female,60 to 64,English,0
Quebec ,G0H,Female,85 plus,English,0
Quebec ,G7K,Female,25 to 29,English,0
Quebec ,G8C,Female,30 to 34,English,0
Quebec ,G6R,Female,45 to 49,English,0
Quebec ,G6S,Female,50 to 54,English,0
Quebec ,G7P,Female,65 to 69,English,0
Quebec ,G8C,Female,45 to 49,English,0
Quebec ,G8G,Female,40 to 44,English,0
Quebec ,G8N,Female,30 to 34,English,0
Quebec ,J2Y,Female,85 plus,English,0
Quebec ,G6S,Female,75 to 79,English,0
Quebec ,G7K,Female,30 to 34,English,0
Quebec ,G8E,Female,45 to 49,English,0
New Brunswick ,E8M,Female,85 plus,English,0
Quebec ,J2E,Female,75 to 79,English,0
Quebec ,G0V,Female,85 plus,English,0
Quebec ,G4A,Female,85 plus,English,0
Quebec ,G6K,Female,85 plus,English,0
Quebec ,H5B,Female,65 to 69,English,0
Quebec ,J1Z,Female,80 to 84,English,0
Quebec ,G8C,Female,60 to 64,English,0
Quebec ,G8M,Female,30 to 34,English,0
Quebec ,G6C,Female,75 to 79,English,0
Quebec ,G8E,Female,50 to 54,English,0
Quebec ,G8N,Female,50 to 54,English,0
Quebec ,G4A,Female,65 to 69,English,0
Quebec ,G7P,Female,40 to 44,English,0
Quebec ,G8H,Female,40 to 44,English,0
Quebec ,G5N,Female,75 to 79,English,0
Quebec ,G8G,Female,80 to 84,English,0
Quebec ,G5J,Female,45 to 49,English,0
Quebec ,H5B,Female,80 to 84,English,0
Quebec ,J2R,Female,85 plus,English,0
Quebec ,G8V,Female,75 to 79,English,0
Quebec ,G5J,Female,80 to 84,English,0
Quebec ,G8N,Female,60 to 64,English,0
Quebec ,G8C,Female,25 to 29,English,0
Quebec ,G8M,Female,75 to 79,English,0
Quebec ,J1R,Female,85 plus,English,0
Quebec ,G6S,Female,40 to 44,English,0
Quebec ,G7T,Female,70 to 74,English,0
Quebec ,G4A,Female,80 to 84,English,0
Quebec ,G0E,Female,30 to 34,English,0
Quebec ,G3E,Female,85 plus,English,0
Quebec ,G8G,Female,25 to 29,English,0
Quebec ,G4A,Female,25 to 29,English,0
Quebec ,G7Y,Female,35 to 39,English,0
Quebec ,G8G,Female,55 to 59,English,0
Quebec ,G7K,Female,75 to 79,English,0
Quebec ,G8G,Female,30 to 34,English,0
Quebec ,G5T,Female,45 to 49,English,0
Quebec ,G7K,Female,35 to 39,English,0
Quebec ,G7P,Female,55 to 59,English,0
Quebec ,G9R,Female,80 to 84,English,0
Quebec ,G7N,Female,85 plus,English,0
Quebec ,G0E,Female,25 to 29,English,0
Quebec ,G8E,Female,70 to 74,English,0
Quebec ,G4A,Female,55 to 59,English,0
Quebec ,G8G,Female,50 to 54,English,0
Quebec ,G5X,Female,75 to 79,English,0
Quebec ,G7P,Female,70 to 74,English,0
Quebec ,G8J,Female,85 plus,English,0
Quebec ,G6R,Female,30 to 34,English,0
Quebec ,G6Y,Female,85 plus,English,0
Quebec ,G7Y,Female,65 to 69,English,0
Quebec ,G8C,Female,55 to 59,English,0
Quebec ,G8N,Female,80 to 84,English,0
Quebec ,G5N,Female,80 to 84,English,0
Quebec ,G6T,Female,85 plus,English,0
Quebec ,G8M,Female,35 to 39,English,0
Quebec ,G5T,Female,70 to 74,English,0
Quebec ,G8E,Female,85 plus,English,0
Quebec ,G0K,Female,85 plus,English,0
Quebec ,G8H,Female,50 to 54,English,0
Quebec ,G6R,Female,65 to 69,English,0
Quebec ,G5X,Female,80 to 84,English,0
Quebec ,G8G,Female,85 plus,English,0
Quebec ,G5J,Female,65 to 69,English,0
Quebec ,G5J,Female,75 to 79,English,0
Quebec ,G6S,Female,60 to 64,English,0
Quebec ,G7K,Female,50 to 54,English,0
Quebec ,G1B,Female,80 to 84,English,0
Quebec ,G7P,Female,35 to 39,English,0
Quebec ,G7P,Female,50 to 54,English,0
Quebec ,G8G,Female,65 to 69,English,0
Quebec ,G8M,Female,45 to 49,English,0
Quebec ,G5J,Female,85 plus,English,0
Quebec ,G7T,Female,60 to 64,English,0
Quebec ,G4A,Female,60 to 64,English,0
Quebec ,G8C,Female,65 to 69,English,0
Quebec ,G8G,Female,75 to 79,English,0
Quebec ,G8C,Female,50 to 54,English,0
Quebec ,G8C,Female,70 to 74,English,0
Quebec ,J2R,Female,80 to 84,English,0
Quebec ,G6R,Female,50 to 54,English,0
Quebec ,J1Z,Female,75 to 79,English,0
Quebec ,G8V,Female,85 plus,English,0
Quebec ,G8M,Female,60 to 64,English,0
Quebec ,G8J,Female,70 to 74,English,0
Quebec ,G7Z,Female,30 to 34,English,0
Quebec ,G8M,Female,85 plus,English,0
Quebec ,G5N,Female,85 plus,English,0
Quebec ,G5T,Female,35 to 39,English,0
Quebec ,G6R,Female,80 to 84,English,0
New Brunswick ,E8M,Female,80 to 84,English,0
Quebec ,G4V,Female,85 plus,English,0
Quebec ,G6R,Female,75 to 79,English,0
Quebec ,G8J,Female,75 to 79,English,0
Quebec ,G9C,Female,70 to 74,English,0
Quebec ,G6T,Female,80 to 84,English,0
Quebec ,J2E,Female,80 to 84,English,0
Quebec ,G7P,Female,30 to 34,English,0
Quebec ,J2A,Female,85 plus,English,0
Quebec ,G8H,Female,85 plus,English,0
Quebec ,G5T,Female,25 to 29,English,0
Quebec ,G7T,Female,65 to 69,English,0
Quebec ,G3G,Female,85 plus,English,0
Quebec ,G7T,Female,75 to 79,English,0
Quebec ,G7P,Female,80 to 84,English,0
Quebec ,G5Z,Female,80 to 84,English,0
Quebec ,G7K,Female,65 to 69,English,0
Quebec ,G8E,Female,75 to 79,English,0
Quebec ,G8J,Female,40 to 44,English,0
Quebec ,G6S,Female,65 to 69,English,0
Quebec ,G5J,Female,70 to 74,English,0
Quebec ,G7Y,Female,30 to 34,English,0
Quebec ,G8C,Female,40 to 44,English,0
Quebec ,G6S,Female,80 to 84,English,0
Quebec ,G7Y,Female,55 to 59,English,0
Quebec ,G8M,Female,80 to 84,English,0
Quebec ,G4A,Female,50 to 54,English,0
Quebec ,G6C,Female,80 to 84,English,0
Quebec ,G8J,Female,35 to 39,English,0
Quebec ,G4A,Female,70 to 74,English,0
Quebec ,G4V,Female,75 to 79,English,0
Quebec ,G6R,Female,60 to 64,English,0
Quebec ,G6S,Female,35 to 39,English,0
Quebec ,G7K,Female,40 to 44,English,0
Quebec ,J2E,Female,85 plus,English,0
Quebec ,G6S,Female,45 to 49,English,0
Quebec ,G8C,Female,85 plus,English,0
Quebec ,G7K,Female,55 to 59,English,0
Quebec ,G8N,Female,85 plus,English,0
Quebec ,G6A,Female,80 to 84,English,0
Quebec ,G6R,Female,55 to 59,English,0
Quebec ,G6S,Female,30 to 34,English,0
Quebec ,G8J,Female,30 to 34,English,0
Quebec ,G5J,Female,30 to 34,English,0
Quebec ,G8J,Female,45 to 49,English,0
Quebec ,G8N,Female,55 to 59,English,0
Quebec ,G8N,Female,70 to 74,English,0
Quebec ,H3B,Female,85 plus,English,0
Quebec ,G5T,Female,50 to 54,English,0
Quebec ,G6A,Female,85 plus,English,0
Quebec ,G7P,Female,75 to 79,English,0
Quebec ,G8N,Female,25 to 29,English,0
Quebec ,G0Z,Female,80 to 84,English,0
Quebec ,G2M,Female,80 to 84,English,0
Quebec ,G5T,Female,65 to 69,English,0
Quebec ,G9C,Female,25 to 29,English,0
Quebec ,G8M,Female,70 to 74,English,0
Quebec ,G0H,Female,80 to 84,English,0
Quebec ,G5J,Female,25 to 29,English,0
Quebec ,G8G,Female,60 to 64,English,0
Quebec ,G8M,Female,40 to 44,English,0
Quebec ,G5X,Female,85 plus,English,0
Quebec ,G7Y,Female,75 to 79,English,0
Quebec ,G8K,Female,25 to 29,English,0
Quebec ,G8A,Female,80 to 84,English,0
Quebec ,G6K,Female,80 to 84,English,0
Quebec ,G9C,Female,85 plus,English,0
Quebec ,G4V,Female,45 to 49,English,0
Quebec ,G7T,Female,80 to 84,English,0
Quebec ,G8J,Female,25 to 29,English,0
Quebec ,G8N,Female,75 to 79,English,0
Quebec ,G7Y,Female,70 to 74,English,0
Quebec ,G8M,Female,65 to 69,English,0
Quebec ,G5J,Female,60 to 64,English,0
Quebec ,G7Y,Female,40 to 44,English,0
Quebec ,G7Y,Female,85 plus,English,0
Quebec ,G8M,Female,25 to 29,English,0
Quebec ,G8M,Female,55 to 59,English,0
Quebec ,G9C,Female,80 to 84,English,0
Quebec ,G7Z,Female,75 to 79,English,0
Quebec ,G9C,Female,65 to 69,English,0
Quebec ,G7T,Female,50 to 54,English,0
Quebec ,G7P,Female,45 to 49,English,0
Quebec ,G4A,Female,30 to 34,English,0
Quebec ,G4V,Female,25 to 29,English,0
Quebec ,G5V,Female,80 to 84,English,0
Quebec ,G7P,Female,25 to 29,English,0
Quebec ,G7K,Female,80 to 84,English,0
Quebec ,G8J,Female,50 to 54,English,0
Quebec ,G7Y,Female,60 to 64,English,0
Quebec ,G8H,Female,25 to 29,English,0
Quebec ,G8G,Female,45 to 49,English,0
Quebec ,G2M,Female,85 plus,English,0
Quebec ,G5T,Female,55 to 59,English,0
Quebec ,G8H,Female,30 to 34,English,0
Quebec ,G4A,Female,35 to 39,English,0
Quebec ,G5J,Female,55 to 59,English,0
Quebec ,G5T,Female,60 to 64,English,0
Quebec ,G6S,Female,55 to 59,English,0
Quebec ,G2M,Female,75 to 79,English,0
Quebec ,G7Z,Female,35 to 39,English,0
Quebec ,G8H,Female,80 to 84,English,0
Quebec ,G6S,Female,85 plus,English,0
Quebec ,G8N,Female,40 to 44,English,0
Quebec ,G8G,Female,35 to 39,English,0
Quebec ,G7K,Female,45 to 49,English,0
Quebec ,G8G,Female,70 to 74,English,0
Quebec ,G8N,Female,45 to 49,English,0
Quebec ,G5T,Female,80 to 84,English,0
Quebec ,G9C,Female,75 to 79,English,0
Quebec ,G6R,Female,85 plus,English,0
Quebec ,G8H,Female,45 to 49,English,0
Quebec ,G8N,Female,35 to 39,English,0
Quebec ,G5T,Female,40 to 44,English,0
Quebec ,G8E,Female,55 to 59,English,0
Quebec ,G3J,Female,85 plus,English,0
Quebec ,G6R,Female,70 to 74,English,0
Quebec ,G4V,Female,80 to 84,English,0
Quebec ,G8M,Female,50 to 54,English,0
Quebec ,G7Z,Female,85 plus,English,0
Quebec ,G4A,Female,75 to 79,English,0
Quebec ,J2A,Female,80 to 84,English,0
Quebec ,G5J,Female,35 to 39,English,0
Quebec ,G6R,Female,25 to 29,English,0
Quebec ,G8H,Female,75 to 79,English,0
Quebec ,G8J,Female,80 to 84,English,0
Quebec ,G0K,Female,80 to 84,English,0
Quebec ,G8C,Female,80 to 84,English,0
Quebec ,G7K,Female,70 to 74,English,0
Quebec ,G7Y,Female,50 to 54,English,0
Quebec ,G8J,Female,65 to 69,English,0
Quebec ,G0Z,Female,85 plus,English,0
Quebec ,G7K,Female,60 to 64,English,0
Quebec ,G5T,Female,75 to 79,English,0
Quebec ,G6C,Female,85 plus,English,0
Quebec ,G6S,Female,70 to 74,English,0
Quebec ,J1Z,Female,85 plus,English,0
Quebec ,G5J,Female,50 to 54,English,0
Quebec ,G6R,Female,35 to 39,English,0
Quebec ,G9R,Female,85 plus,English,0
Quebec ,G5J,Female,40 to 44,English,0
Quebec ,G5T,Female,85 plus,English,0
Quebec ,G7K,Female,85 plus,English,0
Quebec ,G7Y,Female,25 to 29,English,0
Quebec ,G7T,Male,65 to 69,English,0
Quebec ,G5T,Male,85 plus,English,0
New Brunswick ,E8A,Male,80 to 84,English,0
Quebec ,G0K,Male,85 plus,English,0
Quebec ,G1B,Male,85 plus,English,0
Quebec ,G7Y,Male,60 to 64,English,0
Quebec ,G8M,Male,85 plus,English,0
Quebec ,G6S,Male,35 to 39,English,0
Quebec ,G8J,Male,70 to 74,English,0
Quebec ,G8C,Male,70 to 74,English,0
Quebec ,G8C,Male,45 to 49,English,0
Quebec ,G3G,Male,80 to 84,English,0
Quebec ,G4A,Male,40 to 44,English,0
Quebec ,G8M,Male,50 to 54,English,0
Quebec ,G6R,Male,30 to 34,English,0
Quebec ,G7P,Male,80 to 84,English,0
Quebec ,G8E,Male,45 to 49,English,0
Quebec ,G9C,Male,70 to 74,English,0
Quebec ,G8J,Male,75 to 79,English,0
Quebec ,G8L,Male,85 plus,English,0
Quebec ,G5J,Male,40 to 44,English,0
Quebec ,J2E,Male,85 plus,English,0
Quebec ,G4A,Male,85 plus,English,0
Quebec ,G6Y,Male,80 to 84,English,0
Quebec ,G1B,Male,80 to 84,English,0
Quebec ,G7Y,Male,70 to 74,English,0
Quebec ,G8M,Male,35 to 39,English,0
Quebec ,G0P,Male,85 plus,English,0
Quebec ,G8N,Male,70 to 74,English,0
Quebec ,G5J,Male,55 to 59,English,0
Quebec ,G8J,Male,35 to 39,English,0
Quebec ,G4A,Male,30 to 34,English,0
Quebec ,G0V,Male,85 plus,English,0
Quebec ,G2M,Male,85 plus,English,0
Quebec ,G5C,Male,85 plus,English,0
Quebec ,G5T,Male,50 to 54,English,0
Quebec ,G6J,Male,80 to 84,English,0
Quebec ,G6K,Male,85 plus,English,0
Quebec ,G6S,Male,65 to 69,English,0
Quebec ,G7K,Male,65 to 69,English,0
Quebec ,G7P,Male,50 to 54,English,0
Quebec ,G9C,Male,60 to 64,English,0
Quebec ,G6R,Male,45 to 49,English,0
Quebec ,G8C,Male,40 to 44,English,0
Quebec ,G3G,Male,85 plus,English,0
Quebec ,G8J,Male,80 to 84,English,0
Quebec ,G8N,Male,65 to 69,English,0
Quebec ,J2R,Male,80 to 84,English,0
Quebec ,G5T,Male,80 to 84,English,0
Quebec ,G7P,Male,30 to 34,English,0
Quebec ,G6T,Male,80 to 84,English,0
Quebec ,J3Z,Male,85 plus,English,0
Quebec ,G8M,Male,60 to 64,English,0
Quebec ,G8E,Male,25 to 29,English,0
Quebec ,G8E,Male,35 to 39,English,0
Quebec ,G4A,Male,50 to 54,English,0
Quebec ,G5J,Male,50 to 54,English,0
Quebec ,G8G,Male,45 to 49,English,0
Quebec ,G3Z,Male,85 plus,English,0
Quebec ,G4V,Male,85 plus,English,0
Quebec ,G6R,Male,35 to 39,English,0
Quebec ,G8H,Male,75 to 79,English,0
Quebec ,G2J,Male,85 plus,English,0
Quebec ,G5H,Male,80 to 84,English,0
Quebec ,G7K,Male,40 to 44,English,0
Quebec ,G2N,Male,85 plus,English,0
Quebec ,G5H,Male,85 plus,English,0
Quebec ,G7T,Male,50 to 54,English,0
Quebec ,G7T,Male,85 plus,English,0
Quebec ,G8N,Male,40 to 44,English,0
Quebec ,G6T,Male,85 plus,English,0
Quebec ,G6R,Male,65 to 69,English,0
Quebec ,G9C,Male,75 to 79,English,0
Quebec ,G9R,Male,30 to 34,English,0
Quebec ,G7Y,Male,25 to 29,English,0
Quebec ,G8E,Male,85 plus,English,0
Quebec ,G6A,Male,80 to 84,English,0
Quebec ,G5V,Male,85 plus,English,0
Quebec ,G6R,Male,55 to 59,English,0
Quebec ,G8N,Male,35 to 39,English,0
Quebec ,G4W,Male,85 plus,English,0
Quebec ,G5J,Male,25 to 29,English,0
Quebec ,G5V,Male,80 to 84,English,0
Quebec ,G6C,Male,75 to 79,English,0
Quebec ,G6J,Male,85 plus,English,0
Quebec ,G5T,Male,55 to 59,English,0
Quebec ,G6R,Male,40 to 44,English,0
Quebec ,G8G,Male,55 to 59,English,0
Quebec ,J9Y,Male,85 plus,English,0
Quebec ,G6C,Male,80 to 84,English,0
Quebec ,G7Y,Male,75 to 79,English,0
Quebec ,G8J,Male,25 to 29,English,0
Quebec ,G6S,Male,60 to 64,English,0
Quebec ,G6Y,Male,85 plus,English,0
Quebec ,G7T,Male,80 to 84,English,0
Quebec ,G8J,Male,40 to 44,English,0
Quebec ,G8C,Male,60 to 64,English,0
Quebec ,G8H,Male,30 to 34,English,0
Quebec ,G3E,Male,85 plus,English,0
Quebec ,G4A,Male,35 to 39,English,0
Quebec ,G5Z,Male,75 to 79,English,0
Quebec ,G8N,Male,60 to 64,English,0
Quebec ,G2L,Male,85 plus,English,0
Quebec ,G8C,Male,65 to 69,English,0
New Brunswick ,E8M,Male,85 plus,English,0
Quebec ,G8G,Male,70 to 74,English,0
Quebec ,G7Y,Male,80 to 84,English,0
Quebec ,G0H,Male,85 plus,English,0
Quebec ,G5T,Male,75 to 79,English,0
Quebec ,J1R,Male,85 plus,English,0
Quebec ,H5B,Male,40 to 44,English,0
Quebec ,G3K,Male,85 plus,English,0
Quebec ,J2A,Male,80 to 84,English,0
Quebec ,G4A,Male,55 to 59,English,0
Quebec ,G5M,Male,85 plus,English,0
Quebec ,G6E,Male,80 to 84,English,0
Quebec ,G6S,Male,50 to 54,English,0
Quebec ,G7K,Male,50 to 54,English,0
Quebec ,G8J,Male,85 plus,English,0
Quebec ,G8M,Male,45 to 49,English,0
Quebec ,G0H,Male,80 to 84,English,0
Quebec ,G7K,Male,70 to 74,English,0
Quebec ,G5C,Male,80 to 84,English,0
Quebec ,G6R,Male,75 to 79,English,0
Quebec ,G8C,Male,35 to 39,English,0
Quebec ,G4V,Male,75 to 79,English,0
Quebec ,G6S,Male,45 to 49,English,0
Quebec ,G8K,Male,80 to 84,English,0
Quebec ,G8G,Male,25 to 29,English,0
Quebec ,G7K,Male,80 to 84,English,0
Quebec ,G8E,Male,60 to 64,English,0
Quebec ,G8G,Male,40 to 44,English,0
Quebec ,G0Z,Male,85 plus,English,0
Quebec ,G8N,Male,55 to 59,English,0
Quebec ,J3T,Male,80 to 84,English,0
Quebec ,G8N,Male,45 to 49,English,0
Quebec ,J2A,Male,85 plus,English,0
Quebec ,G7P,Male,45 to 49,English,0
Quebec ,G8C,Male,75 to 79,English,0
Quebec ,G3C,Male,85 plus,English,0
Quebec ,G8E,Male,65 to 69,English,0
Quebec ,G6R,Male,50 to 54,English,0
Quebec ,G8C,Male,25 to 29,English,0
Quebec ,G6C,Male,85 plus,English,0
Quebec ,G6R,Male,60 to 64,English,0
Quebec ,G8N,Male,50 to 54,English,0
Quebec ,G6A,Male,75 to 79,English,0
Quebec ,G8C,Male,55 to 59,English,0
Quebec ,G3E,Male,80 to 84,English,0
Quebec ,G8M,Male,40 to 44,English,0
Quebec ,G5J,Male,70 to 74,English,0
Quebec ,G8E,Male,75 to 79,English,0
Quebec ,G8N,Male,75 to 79,English,0
Quebec ,J1Z,Male,80 to 84,English,0
Quebec ,G8G,Male,75 to 79,English,0
Quebec ,G5J,Male,30 to 34,English,0
Quebec ,G5T,Male,45 to 49,English,0
Quebec ,J2R,Male,85 plus,English,0
New Brunswick ,E8M,Male,80 to 84,English,0
Quebec ,G7K,Male,75 to 79,English,0
Quebec ,G4V,Male,80 to 84,English,0
Quebec ,G3J,Male,85 plus,English,0
Quebec ,G7P,Male,25 to 29,English,0
Quebec ,G8J,Male,30 to 34,English,0
Quebec ,G5T,Male,25 to 29,English,0
Quebec ,G7Z,Male,75 to 79,English,0
Quebec ,J1Z,Male,85 plus,English,0
Quebec ,J5X,Male,80 to 84,English,0
Quebec ,G5N,Male,75 to 79,English,0
Quebec ,G5Z,Male,85 plus,English,0
Quebec ,G7K,Male,85 plus,English,0
Quebec ,G5J,Male,75 to 79,English,0
Quebec ,G7Y,Male,50 to 54,English,0
Quebec ,G4A,Male,60 to 64,English,0
Quebec ,G4V,Male,35 to 39,English,0
Quebec ,G8N,Male,80 to 84,English,0
Quebec ,G6A,Male,70 to 74,English,0
Quebec ,G4A,Male,45 to 49,English,0
Quebec ,J2E,Male,80 to 84,English,0
Quebec ,G8M,Male,55 to 59,English,0
Quebec ,G4A,Male,25 to 29,English,0
Quebec ,G4V,Male,25 to 29,English,0
Quebec ,G7Z,Male,25 to 29,English,0
Quebec ,G8G,Male,35 to 39,English,0
Quebec ,G8M,Male,30 to 34,English,0
Quebec ,J9V,Male,85 plus,English,0
Quebec ,G7K,Male,55 to 59,English,0
Quebec ,G6E,Male,85 plus,English,0
Quebec ,G7Y,Male,65 to 69,English,0
Quebec ,G2G,Male,85 plus,English,0
Quebec ,G5J,Male,45 to 49,English,0
Quebec ,G8V,Male,80 to 84,English,0
Quebec ,G7Y,Male,45 to 49,English,0
Quebec ,G8G,Male,50 to 54,English,0
Quebec ,G8M,Male,25 to 29,English,0
Quebec ,G5N,Male,85 plus,English,0
Quebec ,G6R,Male,85 plus,English,0
Quebec ,G7K,Male,60 to 64,English,0
Quebec ,G4A,Male,80 to 84,English,0
Quebec ,G7Z,Male,80 to 84,English,0
Quebec ,G8K,Male,85 plus,English,0
Quebec ,G3H,Male,85 plus,English,0
Quebec ,G5J,Male,65 to 69,English,0
Quebec ,G6S,Male,80 to 84,English,0
Quebec ,G7T,Male,70 to 74,English,0
Quebec ,G7T,Male,75 to 79,English,0
Quebec ,G7K,Male,25 to 29,English,0
Quebec ,G7P,Male,40 to 44,English,0
Quebec ,G7P,Male,75 to 79,English,0
Quebec ,G6K,Male,80 to 84,English,0
Quebec ,G8E,Male,70 to 74,English,0
Quebec ,G5X,Male,85 plus,English,0
Quebec ,G6S,Male,75 to 79,English,0
Quebec ,G8N,Male,30 to 34,English,0
Quebec ,G9C,Male,80 to 84,English,0
Quebec ,G5J,Male,35 to 39,English,0
Quebec ,G8C,Male,85 plus,English,0
Quebec ,G8G,Male,85 plus,English,0
Quebec ,G9C,Male,25 to 29,English,0
Quebec ,G8E,Male,55 to 59,English,0
Quebec ,J9Z,Male,85 plus,English,0
Quebec ,G5J,Male,80 to 84,English,0
Quebec ,G4A,Male,65 to 69,English,0
Quebec ,G2M,Male,80 to 84,English,0
Quebec ,G7K,Male,45 to 49,English,0
Quebec ,G7Z,Male,30 to 34,English,0
Quebec ,G8H,Male,45 to 49,English,0
Quebec ,J9V,Male,80 to 84,English,0
Quebec ,G8C,Male,80 to 84,English,0
Quebec ,G7P,Male,85 plus,English,0
Quebec ,G7Y,Male,55 to 59,English,0
Quebec ,G8H,Male,50 to 54,English,0
Quebec ,G9R,Male,25 to 29,English,0
Quebec ,J2E,Male,75 to 79,English,0
Quebec ,G4W,Male,80 to 84,English,0
Quebec ,G8C,Male,30 to 34,English,0
Quebec ,G8H,Male,35 to 39,English,0
Quebec ,J9L,Male,85 plus,English,0
Quebec ,G8M,Male,65 to 69,English,0
Quebec ,G8M,Male,70 to 74,English,0
Quebec ,G5T,Male,60 to 64,English,0
Quebec ,G6S,Male,85 plus,English,0
Quebec ,J1C,Male,85 plus,English,0
Quebec ,G7K,Male,30 to 34,English,0
Quebec ,G8A,Male,85 plus,English,0
Quebec ,G7Z,Male,35 to 39,English,0
Quebec ,G8H,Male,85 plus,English,0
Quebec ,G4A,Male,70 to 74,English,0
Quebec ,G7Z,Male,50 to 54,English,0
Quebec ,J2Y,Male,85 plus,English,0
Quebec ,G6S,Male,40 to 44,English,0
Quebec ,G6S,Male,70 to 74,English,0
Quebec ,G6R,Male,70 to 74,English,0
Quebec ,G6Z,Male,85 plus,English,0
Quebec ,G7K,Male,35 to 39,English,0
Quebec ,G2M,Male,75 to 79,English,0
Quebec ,G5X,Male,80 to 84,English,0
Quebec ,G6S,Male,25 to 29,English,0
Quebec ,G6S,Male,30 to 34,English,0
Quebec ,G8E,Male,40 to 44,English,0
Quebec ,G6S,Male,55 to 59,English,0
Quebec ,G0E,Male,85 plus,English,0
Quebec ,G6L,Male,85 plus,English,0
Quebec ,G9R,Male,80 to 84,English,0
Quebec ,G8C,Male,50 to 54,English,0
Quebec ,G5M,Male,80 to 84,English,0
Quebec ,G4A,Male,75 to 79,English,0
Quebec ,G7Y,Male,40 to 44,English,0
Quebec ,G8J,Male,45 to 49,English,0
Quebec ,G8M,Male,80 to 84,English,0
Quebec ,G8V,Male,85 plus,English,0
Quebec ,G5T,Male,70 to 74,English,0
Quebec ,G5Z,Male,80 to 84,English,0
Quebec ,G7N,Male,85 plus,English,0
Quebec ,G8G,Male,65 to 69,English,0
Quebec ,G8H,Male,25 to 29,English,0
Quebec ,G9R,Male,85 plus,English,0
Quebec ,G5T,Male,65 to 69,English,0
Quebec ,G8G,Male,30 to 34,English,0
Quebec ,G9C,Male,65 to 69,English,0
Quebec ,G8J,Male,50 to 54,English,0
Quebec ,G7Y,Male,30 to 34,English,0
Quebec ,G9C,Male,85 plus,English,0
Quebec ,G0K,Male,80 to 84,English,0
Quebec ,G7Y,Male,85 plus,English,0
Quebec ,G8M,Male,75 to 79,English,0
Quebec ,G8N,Male,85 plus,English,0
Quebec ,G5N,Male,80 to 84,English,0
Quebec ,G7Y,Male,35 to 39,English,0
Quebec ,G8E,Male,30 to 34,English,0
Quebec ,G8E,Male,50 to 54,English,0
Quebec ,G5J,Male,60 to 64,English,0
Quebec ,G8H,Male,80 to 84,English,0
Quebec ,G5T,Male,30 to 34,English,0
Quebec ,G6A,Male,85 plus,English,0
Quebec ,J5X,Male,85 plus,English,0
Quebec ,G5J,Male,85 plus,English,0
Quebec ,G8G,Male,60 to 64,English,0
Quebec ,G7T,Male,55 to 59,English,0
Quebec ,G7Z,Male,85 plus,English,0
New Brunswick ,E8A,Male,85 plus,English,0
Quebec ,G4V,Male,30 to 34,English,0
Quebec ,G5T,Male,35 to 39,English,0
Quebec ,G8G,Male,80 to 84,English,0
Quebec ,G7G,Male,80 to 84,English,0
Quebec ,G7P,Male,70 to 74,English,0
Quebec ,G8N,Male,25 to 29,English,0
Quebec ,G5B,Male,85 plus,English,0
Quebec ,G8A,Male,80 to 84,English,0
Quebec ,G6R,Male,25 to 29,English,0
Quebec ,G8E,Male,80 to 84,English,0
Quebec ,G5T,Male,40 to 44,English,0
Quebec ,G6R,Male,80 to 84,English,0
Quebec ,G7G,Male,85 plus,English,0
Quebec ,G9C,Male,50 to 54,English,0
Quebec ,G4A,Male,18 to 24,English,0
Quebec ,G5J,Male,18 to 24,English,0
Quebec ,G5T,Male,18 to 24,English,0
Quebec ,G6R,Male,18 to 24,English,0
Quebec ,G6S,Male,18 to 24,English,0
Quebec ,G7K,Male,18 to 24,English,0
Quebec ,G7P,Male,18 to 24,English,0
Quebec ,G7Y,Male,18 to 24,English,0
Quebec ,G8C,Male,18 to 24,English,0
Quebec ,G8E,Male,18 to 24,English,0
Quebec ,G8G,Male,18 to 24,English,0
Quebec ,G8M,Male,18 to 24,English,0
Quebec ,G8N,Male,18 to 24,English,0
Quebec ,G9C,Male,18 to 24,English,0
Ontario,P0Y,Male,18 to 24,English,0
Nova Scotia ,B1T,Female,18 to 24,English,0
