Province,fsa,Gender,Age,Language,population
Ontario,N0G,Male,75 to 79,English,1622
Saskatchewan,S4N,Female,18 to 24,English,1622
Ontario,L3V,Female,70 to 74,English,1623
Ontario,K0C,Male,65 to 69,English,1623
British Columbia ,V0J,Male,25 to 29,English,1623
Alberta,T0K,Female,40 to 44,English,1624
British Columbia ,V4N,Female,70 to 74,English,1624
British Columbia ,V5H,Female,50 to 54,English,1624
Alberta,T0G,Male,25 to 29,English,1624
Ontario,N6G,Male,35 to 39,English,1624
British Columbia ,V6X,Female,18 to 24,English,1624
Ontario,K7M,Female,70 to 74,English,1625
Ontario,L1G,Female,25 to 29,English,1625
Ontario,L8E,Male,35 to 39,English,1625
Ontario,N1R,Male,55 to 59,English,1625
Ontario,M8V,Male,25 to 29,English,1625
British Columbia ,V2R,Female,30 to 34,English,1626
Ontario,L1Z,Female,35 to 39,English,1626
Alberta,T0K,Male,45 to 49,English,1627
Alberta,T2W,Female,35 to 39,English,1628
Alberta,T5X,Male,40 to 44,English,1628
Ontario,M1K,Male,60 to 64,English,1628
Alberta,T2J,Male,35 to 39,English,1628
Ontario,L1V,Male,30 to 34,English,1628
Ontario,M4C,Female,50 to 54,English,1629
Ontario,M2K,Female,30 to 34,English,1629
Ontario,M4L,Female,40 to 44,English,1629
Alberta,T6R,Male,50 to 54,English,1629
Ontario,L0L,Female,18 to 24,English,1629
British Columbia ,V3J,Female,45 to 49,English,1630
Ontario,N0L,Female,40 to 44,English,1630
Saskatchewan,S0M,Female,35 to 39,English,1630
Ontario,L5A,Male,55 to 59,English,1630
Ontario,L4A,Male,45 to 49,English,1630
Ontario,M6J,Female,18 to 24,English,1630
British Columbia ,V2P,Female,18 to 24,English,1630
Ontario,L5V,Female,60 to 64,English,1631
Ontario,K1N,Male,18 to 24,English,1631
Saskatchewan,S7L,Female,25 to 29,English,1632
Alberta,T0G,Male,45 to 49,English,1632
Manitoba,R2V,Female,18 to 24,English,1632
Ontario,L0S,Male,45 to 49,English,1633
Ontario,M4C,Female,18 to 24,English,1633
British Columbia ,V3C,Female,35 to 39,English,1634
British Columbia ,V3N,Female,50 to 54,English,1634
Ontario,M9A,Male,30 to 34,English,1634
British Columbia ,V3C,Male,35 to 39,English,1634
British Columbia ,V2T,Female,50 to 54,English,1635
Ontario,L3P,Male,60 to 64,English,1635
Manitoba,R0A,Male,30 to 34,English,1635
British Columbia ,V6G,Male,25 to 29,English,1635
Saskatchewan,S4R,Male,18 to 24,English,1635
Ontario,M1S,Female,55 to 59,English,1636
British Columbia ,V2T,Male,50 to 54,English,1636
Prince Edward Island ,C0A,Male,65 to 69,English,1636
British Columbia ,V1M,Male,18 to 24,English,1636
British Columbia ,V9A,Female,60 to 64,English,1637
Ontario,L1N,Female,40 to 44,English,1637
Ontario,L7L,Female,55 to 59,English,1637
Ontario,L4B,Female,25 to 29,English,1637
Ontario,L4M,Female,50 to 54,English,1637
British Columbia ,V5N,Female,35 to 39,English,1637
Nova Scotia ,B3K,Male,25 to 29,English,1637
Ontario,L4T,Male,30 to 34,English,1637
Ontario,L1N,Female,50 to 54,English,1638
Alberta,T2T,Female,25 to 29,English,1638
Ontario,L4N,Female,75 to 79,English,1638
British Columbia ,V2S,Male,45 to 49,English,1638
Alberta,T6X,Female,18 to 24,English,1638
Ontario,M1K,Female,60 to 64,English,1639
Ontario,N0P,Female,70 to 74,English,1639
Alberta,T2W,Female,30 to 34,English,1639
Alberta,T0G,Male,35 to 39,English,1639
Ontario,L5V,Female,30 to 34,English,1640
Ontario,L1C,Female,45 to 49,English,1640
Ontario,L7M,Female,30 to 34,English,1640
Ontario,L5L,Female,65 to 69,English,1640
Nova Scotia ,B0J,Male,55 to 59,English,1640
Ontario,L1C,Male,55 to 59,English,1640
Ontario,P1B,Male,18 to 24,English,1640
Ontario,M6K,Female,18 to 24,English,1640
Ontario,K2G,Female,35 to 39,English,1641
British Columbia ,V2X,Male,40 to 44,English,1641
Ontario,M9B,Male,18 to 24,English,1641
Ontario,K0C,Female,18 to 24,English,1641
British Columbia ,V3V,Male,50 to 54,English,1642
Ontario,L1K,Male,40 to 44,English,1642
Nova Scotia ,B0J,Male,65 to 69,English,1642
Alberta,T0K,Female,35 to 39,English,1643
Ontario,M4P,Female,30 to 34,English,1643
Alberta,T2X,Male,25 to 29,English,1643
British Columbia ,V9A,Male,55 to 59,English,1643
Saskatchewan,S4V,Male,18 to 24,English,1643
Ontario,L7A,Female,65 to 69,English,1644
Ontario,L3S,Female,65 to 69,English,1644
British Columbia ,V3E,Male,45 to 49,English,1644
Ontario,L7M,Female,60 to 64,English,1645
Ontario,M1L,Female,30 to 34,English,1645
Ontario,K1G,Male,25 to 29,English,1645
Ontario,L1J,Male,60 to 64,English,1645
Ontario,L3P,Male,55 to 59,English,1645
Prince Edward Island ,C1A,Male,18 to 24,English,1645
Ontario,L1J,Female,60 to 64,English,1646
British Columbia ,V0R,Female,30 to 34,English,1646
Ontario,M6E,Female,35 to 39,English,1646
Ontario,L8E,Female,35 to 39,English,1646
Ontario,L7E,Male,50 to 54,English,1646
Ontario,L8E,Female,18 to 24,English,1646
Ontario,L1S,Female,30 to 34,English,1647
Ontario,N0L,Male,45 to 49,English,1647
Ontario,L3V,Male,65 to 69,English,1647
Manitoba,R2K,Male,18 to 24,English,1647
British Columbia ,V4C,Female,45 to 49,English,1648
British Columbia ,V2S,Female,40 to 44,English,1648
Ontario,L7L,Male,40 to 44,English,1648
Ontario,K0L,Female,25 to 29,English,1649
Ontario,L9C,Male,25 to 29,English,1649
British Columbia ,V0H,Male,18 to 24,English,1649
British Columbia ,V7E,Female,65 to 69,English,1650
Ontario,L3T,Female,25 to 29,English,1650
Alberta,T6R,Female,50 to 54,English,1650
Alberta,T6H,Male,30 to 34,English,1650
Ontario,N0H,Female,50 to 54,English,1651
Ontario,L6M,Female,25 to 29,English,1651
British Columbia ,V3H,Male,50 to 54,English,1651
Nova Scotia ,B0N,Male,60 to 64,English,1651
Alberta,T1K,Female,30 to 34,English,1652
Ontario,L1V,Female,35 to 39,English,1652
Ontario,L3S,Male,35 to 39,English,1652
Alberta,T9K,Male,18 to 24,English,1652
Ontario,M3N,Female,30 to 34,English,1653
Ontario,K1V,Male,55 to 59,English,1653
British Columbia ,V4C,Male,30 to 34,English,1653
Ontario,L4B,Female,45 to 49,English,1654
British Columbia ,V3E,Male,55 to 59,English,1654
Ontario,K4A,Male,40 to 44,English,1654
British Columbia ,V8Z,Male,18 to 24,English,1654
Ontario,L4L,Female,45 to 49,English,1655
Ontario,L3Z,Female,35 to 39,English,1655
Ontario,N2M,Female,30 to 34,English,1655
Ontario,M4L,Male,35 to 39,English,1655
Newfoundland and Labrador ,A0G,Male,60 to 64,English,1655
Saskatchewan,S7H,Female,18 to 24,English,1655
Ontario,N1H,Female,55 to 59,English,1656
Ontario,M1S,Female,30 to 34,English,1656
Ontario,L4A,Female,45 to 49,English,1656
Saskatchewan,S7H,Female,25 to 29,English,1656
Ontario,N0N,Female,18 to 24,English,1656
British Columbia ,V7E,Female,45 to 49,English,1657
British Columbia ,V2X,Female,45 to 49,English,1657
Alberta,T6L,Female,65 to 69,English,1657
British Columbia ,V9L,Female,60 to 64,English,1657
Ontario,L0G,Male,60 to 64,English,1657
Alberta,T2X,Female,55 to 59,English,1658
Alberta,T3M,Female,45 to 49,English,1658
Ontario,L4A,Male,50 to 54,English,1658
Ontario,L0S,Male,75 to 79,English,1658
Ontario,L4E,Male,35 to 39,English,1658
British Columbia ,V2S,Female,45 to 49,English,1659
Alberta,T0A,Female,65 to 69,English,1659
Ontario,L9W,Male,45 to 49,English,1659
Ontario,N1E,Male,40 to 44,English,1660
Ontario,L0K,Male,55 to 59,English,1660
Alberta,T3A,Male,30 to 34,English,1660
Alberta,T0E,Male,65 to 69,English,1661
New Brunswick ,E3B,Male,30 to 34,English,1661
Ontario,N0L,Female,45 to 49,English,1662
Ontario,L4B,Female,50 to 54,English,1662
Ontario,K0L,Female,35 to 39,English,1663
Ontario,K2G,Female,30 to 34,English,1663
Ontario,M3J,Female,18 to 24,English,1663
Alberta,T2J,Female,18 to 24,English,1663
Ontario,L4Z,Female,30 to 34,English,1664
Ontario,L9W,Female,35 to 39,English,1664
Ontario,L9W,Female,60 to 64,English,1664
Ontario,M1L,Male,35 to 39,English,1664
Nova Scotia ,B3M,Male,25 to 29,English,1664
Manitoba,R0C,Male,45 to 49,English,1664
Alberta,T8V,Male,35 to 39,English,1664
Alberta,T6J,Female,60 to 64,English,1665
Ontario,N0N,Female,55 to 59,English,1665
Ontario,L3S,Male,65 to 69,English,1665
Ontario,L3T,Female,40 to 44,English,1666
Prince Edward Island ,C0A,Female,65 to 69,English,1666
Ontario,M4C,Female,55 to 59,English,1666
Ontario,M9C,Female,55 to 59,English,1666
Ontario,M4L,Male,40 to 44,English,1666
Ontario,L4L,Male,30 to 34,English,1666
Ontario,M4Y,Male,50 to 54,English,1666
Alberta,T5Z,Female,18 to 24,English,1666
Alberta,T0E,Female,60 to 64,English,1667
Ontario,N2E,Female,25 to 29,English,1667
Ontario,L1N,Female,25 to 29,English,1667
British Columbia ,V2R,Male,25 to 29,English,1667
Ontario,K0M,Male,18 to 24,English,1667
British Columbia ,V5R,Female,60 to 64,English,1668
Alberta,T7X,Female,45 to 49,English,1668
Ontario,L4A,Female,60 to 64,English,1668
Ontario,M2N,Male,65 to 69,English,1668
British Columbia ,V4C,Male,50 to 54,English,1668
British Columbia ,V5N,Male,35 to 39,English,1668
British Columbia ,V6K,Male,30 to 34,English,1668
Ontario,L5A,Female,55 to 59,English,1669
Ontario,L3T,Male,70 to 74,English,1669
Nova Scotia ,B0N,Male,55 to 59,English,1669
Ontario,L6E,Female,18 to 24,English,1669
Alberta,T1S,Female,18 to 24,English,1669
Ontario,L4G,Male,30 to 34,English,1670
Ontario,K7K,Male,18 to 24,English,1670
Alberta,T2T,Female,35 to 39,English,1671
Ontario,L0K,Female,55 to 59,English,1671
Alberta,T7X,Female,25 to 29,English,1671
Ontario,K7M,Female,65 to 69,English,1671
Alberta,T5Y,Male,45 to 49,English,1671
Ontario,L6P,Male,70 to 74,English,1671
Alberta,T4B,Male,50 to 54,English,1671
Ontario,M6E,Male,18 to 24,English,1671
Alberta,T0C,Female,25 to 29,English,1672
British Columbia ,V6E,Female,35 to 39,English,1672
British Columbia ,V3E,Female,35 to 39,English,1672
British Columbia ,V3M,Female,60 to 64,English,1672
Ontario,K0C,Female,65 to 69,English,1672
British Columbia ,V1Y,Male,35 to 39,English,1672
British Columbia ,V2X,Male,25 to 29,English,1672
Alberta,T0E,Female,55 to 59,English,1673
British Columbia ,V2B,Female,55 to 59,English,1673
British Columbia ,V0R,Female,75 to 79,English,1673
Manitoba,R0C,Female,50 to 54,English,1674
British Columbia ,V5H,Female,35 to 39,English,1674
Ontario,N6G,Female,30 to 34,English,1674
Ontario,M2N,Female,70 to 74,English,1674
Manitoba,R0C,Male,25 to 29,English,1674
Ontario,M6N,Male,55 to 59,English,1674
Alberta,T7X,Male,45 to 49,English,1674
Ontario,M2M,Male,25 to 29,English,1674
Ontario,N3R,Male,18 to 24,English,1674
Nova Scotia ,B0N,Female,55 to 59,English,1675
Ontario,L5V,Female,40 to 44,English,1675
Ontario,K1V,Female,55 to 59,English,1675
British Columbia ,V3A,Female,35 to 39,English,1675
Ontario,L5L,Male,60 to 64,English,1675
Ontario,M4C,Male,45 to 49,English,1675
British Columbia ,V3C,Male,55 to 59,English,1675
British Columbia ,V0J,Female,35 to 39,English,1676
Ontario,L4A,Female,50 to 54,English,1676
Ontario,N1H,Male,35 to 39,English,1676
Ontario,K2S,Male,18 to 24,English,1676
Ontario,K0L,Female,40 to 44,English,1677
Alberta,T5X,Female,25 to 29,English,1677
Ontario,N1H,Male,55 to 59,English,1677
Ontario,M6M,Male,25 to 29,English,1677
Ontario,M3J,Male,25 to 29,English,1677
British Columbia ,V3H,Male,40 to 44,English,1677
Ontario,L6M,Female,30 to 34,English,1678
British Columbia ,V3J,Female,25 to 29,English,1678
Ontario,M1L,Female,40 to 44,English,1678
Ontario,N1R,Female,30 to 34,English,1678
Alberta,T3E,Male,25 to 29,English,1678
Alberta,T9H,Male,35 to 39,English,1678
Ontario,M1E,Male,60 to 64,English,1678
British Columbia ,V4C,Female,55 to 59,English,1679
Ontario,L4S,Male,55 to 59,English,1679
British Columbia ,V7E,Female,18 to 24,English,1679
Ontario,M1E,Female,45 to 49,English,1680
Ontario,K9H,Male,18 to 24,English,1680
British Columbia ,V3T,Female,35 to 39,English,1681
Ontario,M1P,Female,40 to 44,English,1681
Ontario,N1E,Female,40 to 44,English,1681
Manitoba,R0A,Male,35 to 39,English,1681
Ontario,N6H,Male,30 to 34,English,1681
Ontario,L6S,Male,65 to 69,English,1681
British Columbia ,V5P,Male,18 to 24,English,1681
Ontario,K9J,Female,65 to 69,English,1682
Ontario,N0P,Male,70 to 74,English,1682
British Columbia ,V0J,Male,45 to 49,English,1682
Ontario,N5X,Female,18 to 24,English,1682
Ontario,N0L,Female,65 to 69,English,1683
Ontario,M6M,Female,25 to 29,English,1684
British Columbia ,V2T,Female,45 to 49,English,1684
Alberta,T5H,Male,35 to 39,English,1684
Ontario,K2C,Male,18 to 24,English,1684
Ontario,N2M,Female,25 to 29,English,1685
Alberta,T1Y,Female,50 to 54,English,1685
Alberta,T3A,Female,25 to 29,English,1685
Ontario,M4C,Female,45 to 49,English,1685
Ontario,L9W,Female,40 to 44,English,1685
Ontario,L6Z,Male,30 to 34,English,1685
British Columbia ,V0R,Male,30 to 34,English,1685
Ontario,N0G,Female,75 to 79,English,1686
British Columbia ,V2X,Female,35 to 39,English,1686
British Columbia ,V2T,Female,65 to 69,English,1686
British Columbia ,V5C,Male,35 to 39,English,1686
Ontario,L9W,Male,25 to 29,English,1686
Ontario,M6G,Male,35 to 39,English,1686
Alberta,T0G,Female,60 to 64,English,1687
Alberta,T2X,Male,50 to 54,English,1687
Ontario,N2E,Male,35 to 39,English,1687
Ontario,K1V,Male,40 to 44,English,1688
Ontario,L7M,Male,35 to 39,English,1688
Ontario,K2S,Female,18 to 24,English,1688
Ontario,K9H,Female,18 to 24,English,1688
Alberta,T3E,Female,18 to 24,English,1688
Alberta,T6H,Female,18 to 24,English,1688
Ontario,K0E,Female,55 to 59,English,1689
Ontario,K1V,Female,50 to 54,English,1689
Ontario,M4S,Male,30 to 34,English,1690
British Columbia ,V2T,Male,55 to 59,English,1690
British Columbia ,V4A,Male,18 to 24,English,1690
Alberta,T1S,Female,40 to 44,English,1691
Ontario,L0G,Female,50 to 54,English,1691
British Columbia ,V3J,Female,30 to 34,English,1691
Ontario,L4M,Male,55 to 59,English,1691
Ontario,M1W,Male,55 to 59,English,1691
Ontario,L5L,Male,30 to 34,English,1692
Ontario,L9W,Male,35 to 39,English,1692
Ontario,L4G,Male,35 to 39,English,1692
Ontario,M1W,Male,30 to 34,English,1693
Ontario,M9W,Male,30 to 34,English,1693
Ontario,L4S,Female,55 to 59,English,1694
Ontario,N6G,Male,30 to 34,English,1694
Ontario,L1G,Male,55 to 59,English,1694
Ontario,L1S,Male,30 to 34,English,1694
Nova Scotia ,B3M,Male,30 to 34,English,1694
Alberta,T5A,Male,18 to 24,English,1694
Ontario,M1E,Female,35 to 39,English,1695
Nova Scotia ,B0J,Female,55 to 59,English,1695
Ontario,L4A,Male,30 to 34,English,1695
Alberta,T0G,Male,50 to 54,English,1695
Newfoundland and Labrador ,A0A,Male,70 to 74,English,1695
Newfoundland and Labrador ,A0G,Female,60 to 64,English,1696
British Columbia ,V2A,Female,65 to 69,English,1696
Ontario,L3Z,Female,30 to 34,English,1696
Alberta,T3H,Male,65 to 69,English,1696
British Columbia ,V3J,Male,50 to 54,English,1696
Ontario,M8V,Female,35 to 39,English,1697
British Columbia ,V6K,Female,25 to 29,English,1697
Ontario,M1W,Male,60 to 64,English,1697
British Columbia ,V3V,Male,55 to 59,English,1697
British Columbia ,V0K,Male,65 to 69,English,1697
Alberta,T0K,Male,30 to 34,English,1697
Saskatchewan,S7H,Male,30 to 34,English,1697
Ontario,K0H,Male,18 to 24,English,1697
Ontario,M1W,Female,25 to 29,English,1698
Alberta,T2W,Male,30 to 34,English,1698
British Columbia ,V4C,Female,30 to 34,English,1699
Ontario,M1K,Male,30 to 34,English,1699
Ontario,K1N,Male,25 to 29,English,1699
Ontario,K2G,Male,50 to 54,English,1699
Ontario,L6C,Male,40 to 44,English,1699
Alberta,T6X,Male,18 to 24,English,1699
Saskatchewan,S7N,Female,18 to 24,English,1699
Ontario,L7G,Female,40 to 44,English,1700
Alberta,T9K,Male,45 to 49,English,1700
Ontario,L1S,Male,25 to 29,English,1700
Nova Scotia ,B0P,Male,55 to 59,English,1700
Alberta,T6J,Female,55 to 59,English,1701
Manitoba,R3T,Female,35 to 39,English,1701
Ontario,L6R,Male,70 to 74,English,1701
Ontario,L5L,Female,50 to 54,English,1702
Alberta,T0L,Female,30 to 34,English,1702
Newfoundland and Labrador ,A0G,Male,65 to 69,English,1702
Ontario,M1V,Male,40 to 44,English,1702
Ontario,L4G,Male,40 to 44,English,1702
Ontario,M3H,Male,35 to 39,English,1702
British Columbia ,V3E,Male,50 to 54,English,1702
Ontario,M1G,Female,18 to 24,English,1702
British Columbia ,V7E,Female,50 to 54,English,1703
British Columbia ,V2S,Female,50 to 54,English,1703
Alberta,T6L,Male,55 to 59,English,1703
Ontario,L6S,Male,45 to 49,English,1703
British Columbia ,V2R,Male,45 to 49,English,1703
Ontario,M5R,Female,18 to 24,English,1703
Ontario,K9J,Female,55 to 59,English,1704
Nova Scotia ,B0P,Female,55 to 59,English,1704
British Columbia ,V3N,Female,25 to 29,English,1704
Ontario,M3C,Female,35 to 39,English,1704
British Columbia ,V3J,Male,35 to 39,English,1704
Saskatchewan,S4S,Female,18 to 24,English,1704
British Columbia ,V9B,Female,60 to 64,English,1705
Ontario,M2J,Female,65 to 69,English,1705
Ontario,L9W,Female,30 to 34,English,1705
Manitoba,R0B,Female,25 to 29,English,1705
Ontario,M9W,Female,30 to 34,English,1705
Alberta,T5K,Male,35 to 39,English,1705
British Columbia ,V1W,Male,18 to 24,English,1705
Ontario,M1E,Female,30 to 34,English,1706
Ontario,P0M,Female,60 to 64,English,1706
Saskatchewan,S0M,Female,55 to 59,English,1706
Ontario,L1R,Female,50 to 54,English,1706
Alberta,T2X,Female,50 to 54,English,1706
Alberta,T0K,Male,40 to 44,English,1706
British Columbia ,V6X,Male,18 to 24,English,1706
Ontario,L1N,Female,65 to 69,English,1707
Ontario,N6H,Female,30 to 34,English,1707
Alberta,T3E,Male,18 to 24,English,1707
British Columbia ,V2S,Female,65 to 69,English,1708
Alberta,T2Y,Male,60 to 64,English,1708
Ontario,N0E,Male,18 to 24,English,1708
Ontario,M6M,Female,50 to 54,English,1709
Ontario,L1N,Female,30 to 34,English,1709
Ontario,L3X,Female,55 to 59,English,1709
Ontario,L0L,Female,60 to 64,English,1709
Alberta,T3E,Female,25 to 29,English,1709
Manitoba,R3T,Male,35 to 39,English,1709
Newfoundland and Labrador ,A0A,Male,50 to 54,English,1709
Ontario,M1K,Male,50 to 54,English,1709
Ontario,M3C,Female,18 to 24,English,1709
Ontario,M1W,Male,50 to 54,English,1710
Alberta,T7X,Male,25 to 29,English,1710
Ontario,L3Z,Male,18 to 24,English,1710
Ontario,K4A,Female,45 to 49,English,1711
Ontario,L4A,Female,55 to 59,English,1711
British Columbia ,V5C,Female,30 to 34,English,1711
Ontario,L6A,Female,65 to 69,English,1711
Ontario,N2E,Female,35 to 39,English,1711
British Columbia ,V3H,Female,55 to 59,English,1712
Ontario,K7M,Female,55 to 59,English,1712
Ontario,L7E,Female,45 to 49,English,1712
Ontario,L3T,Male,50 to 54,English,1712
Ontario,M6M,Female,40 to 44,English,1713
Ontario,L3S,Female,35 to 39,English,1713
Ontario,L6C,Male,35 to 39,English,1713
Ontario,N5V,Female,18 to 24,English,1713
Nova Scotia ,B3K,Female,25 to 29,English,1714
Ontario,M1S,Female,25 to 29,English,1714
Ontario,K1V,Male,45 to 49,English,1714
Manitoba,R2C,Male,18 to 24,English,1714
Ontario,K0G,Male,60 to 64,English,1715
British Columbia ,V4C,Female,40 to 44,English,1716
Ontario,M1S,Male,30 to 34,English,1716
British Columbia ,V2R,Male,65 to 69,English,1716
Ontario,L6V,Male,35 to 39,English,1716
British Columbia ,V0E,Female,45 to 49,English,1717
British Columbia ,V3H,Female,35 to 39,English,1717
British Columbia ,V0R,Male,75 to 79,English,1717
Alberta,T0K,Male,35 to 39,English,1717
Ontario,M1K,Female,25 to 29,English,1718
Ontario,L1V,Female,40 to 44,English,1718
Ontario,N6G,Female,25 to 29,English,1718
Ontario,M5J,Female,30 to 34,English,1718
British Columbia ,V0R,Female,45 to 49,English,1718
Ontario,L5L,Male,55 to 59,English,1718
Quebec ,H3H,Male,25 to 29,English,1718
Ontario,L3R,Male,45 to 49,English,1718
Alberta,T3J,Male,60 to 64,English,1718
Ontario,L4A,Male,55 to 59,English,1718
Alberta,T8V,Male,25 to 29,English,1718
British Columbia ,V2V,Male,18 to 24,English,1718
British Columbia ,V2A,Female,55 to 59,English,1719
Ontario,M2R,Female,40 to 44,English,1719
Ontario,K7M,Female,60 to 64,English,1720
Ontario,M4J,Female,40 to 44,English,1720
British Columbia ,V3A,Male,30 to 34,English,1720
Alberta,T4R,Female,18 to 24,English,1720
British Columbia ,V5A,Female,18 to 24,English,1720
Nova Scotia ,B0N,Female,60 to 64,English,1721
British Columbia ,V6G,Female,25 to 29,English,1721
British Columbia ,V9A,Female,25 to 29,English,1721
Alberta,T0B,Female,70 to 74,English,1721
Newfoundland and Labrador ,A0A,Female,50 to 54,English,1721
British Columbia ,V0E,Female,75 to 79,English,1721
Alberta,T6R,Male,35 to 39,English,1721
Ontario,P0M,Female,55 to 59,English,1722
Ontario,L4B,Female,60 to 64,English,1722
British Columbia ,V3N,Male,35 to 39,English,1722
Manitoba,R0B,Male,25 to 29,English,1722
Ontario,L0G,Male,50 to 54,English,1722
British Columbia ,V2S,Male,60 to 64,English,1722
Ontario,N0N,Male,18 to 24,English,1722
Ontario,L3P,Female,55 to 59,English,1723
Ontario,L1J,Male,30 to 34,English,1723
Ontario,N5X,Male,18 to 24,English,1723
Ontario,K1N,Female,18 to 24,English,1723
Ontario,L1S,Female,60 to 64,English,1724
Alberta,T5Y,Female,45 to 49,English,1724
Ontario,K0G,Male,55 to 59,English,1724
Manitoba,R2M,Male,18 to 24,English,1724
Ontario,M1W,Female,30 to 34,English,1725
Ontario,N1R,Female,25 to 29,English,1725
Alberta,T3H,Male,25 to 29,English,1725
Ontario,L3Y,Male,60 to 64,English,1725
Ontario,L4A,Male,40 to 44,English,1725
Ontario,M4L,Female,35 to 39,English,1726
Alberta,T6J,Female,25 to 29,English,1726
British Columbia ,V3X,Male,18 to 24,English,1726
Alberta,T1Y,Female,65 to 69,English,1727
Ontario,L1V,Female,25 to 29,English,1727
Ontario,L4A,Female,40 to 44,English,1727
Nova Scotia ,B3K,Male,30 to 34,English,1727
Ontario,M1J,Female,18 to 24,English,1727
Ontario,M9C,Female,18 to 24,English,1727
Ontario,M9W,Female,25 to 29,English,1728
Ontario,L1N,Female,35 to 39,English,1728
Saskatchewan,S0M,Female,60 to 64,English,1728
Ontario,K0E,Female,60 to 64,English,1728
Ontario,M9V,Male,50 to 54,English,1728
Alberta,T2Z,Male,60 to 64,English,1728
Ontario,N2K,Male,18 to 24,English,1728
Ontario,K7K,Female,18 to 24,English,1728
Nova Scotia ,B3M,Female,25 to 29,English,1729
British Columbia ,V4C,Female,50 to 54,English,1729
Ontario,L1R,Female,45 to 49,English,1729
Ontario,L6C,Male,30 to 34,English,1729
Alberta,T2J,Male,55 to 59,English,1729
British Columbia ,V0J,Male,35 to 39,English,1729
British Columbia ,V3C,Female,55 to 59,English,1730
British Columbia ,V5T,Female,35 to 39,English,1730
British Columbia ,V0K,Male,60 to 64,English,1730
Alberta,T2R,Male,25 to 29,English,1730
Ontario,K0E,Male,55 to 59,English,1730
British Columbia ,V4A,Female,60 to 64,English,1731
British Columbia ,V0N,Female,75 to 79,English,1731
British Columbia ,V3A,Female,55 to 59,English,1731
British Columbia ,V3C,Female,50 to 54,English,1732
Ontario,N0R,Female,50 to 54,English,1732
British Columbia ,V2R,Female,40 to 44,English,1732
British Columbia ,V5R,Male,55 to 59,English,1732
British Columbia ,V2P,Male,18 to 24,English,1732
Ontario,N0H,Female,18 to 24,English,1732
British Columbia ,V9A,Female,35 to 39,English,1733
British Columbia ,V0R,Female,40 to 44,English,1733
Ontario,K0M,Female,50 to 54,English,1733
British Columbia ,V4C,Male,35 to 39,English,1733
Ontario,L7M,Male,40 to 44,English,1733
Newfoundland and Labrador ,A0A,Female,70 to 74,English,1734
Ontario,L4B,Female,55 to 59,English,1734
British Columbia ,V1Y,Male,18 to 24,English,1734
Ontario,L5W,Male,18 to 24,English,1735
British Columbia ,V0K,Female,60 to 64,English,1736
Ontario,L3Z,Male,30 to 34,English,1736
British Columbia ,V2B,Female,18 to 24,English,1736
Ontario,L4M,Female,35 to 39,English,1737
Nova Scotia ,B0P,Male,60 to 64,English,1738
Ontario,L4L,Male,70 to 74,English,1738
Ontario,M6S,Female,35 to 39,English,1739
Ontario,N2E,Female,30 to 34,English,1739
Ontario,L5R,Female,25 to 29,English,1739
Alberta,T2J,Male,60 to 64,English,1739
Ontario,L5B,Female,65 to 69,English,1740
Ontario,M6K,Female,40 to 44,English,1740
Alberta,T3H,Female,25 to 29,English,1740
British Columbia ,V3A,Female,60 to 64,English,1741
Alberta,T0B,Female,30 to 34,English,1741
Alberta,T5H,Male,25 to 29,English,1741
Ontario,M9A,Female,18 to 24,English,1741
Ontario,M1V,Female,45 to 49,English,1742
British Columbia ,V2T,Female,55 to 59,English,1742
Alberta,T0A,Female,45 to 49,English,1742
Alberta,T0K,Male,65 to 69,English,1742
British Columbia ,V2S,Male,40 to 44,English,1742
Saskatchewan,S0M,Male,55 to 59,English,1742
Ontario,N0R,Female,60 to 64,English,1743
Ontario,K7M,Female,30 to 34,English,1743
Ontario,L4G,Female,25 to 29,English,1743
Ontario,L7E,Female,50 to 54,English,1743
Ontario,L6Y,Male,70 to 74,English,1743
Ontario,L6Z,Male,25 to 29,English,1743
Alberta,T0B,Male,25 to 29,English,1743
Ontario,M3A,Female,18 to 24,English,1743
British Columbia ,V3A,Female,30 to 34,English,1744
Alberta,T0K,Female,65 to 69,English,1744
Ontario,N2M,Male,30 to 34,English,1744
Ontario,L5B,Male,60 to 64,English,1744
Ontario,N1E,Female,25 to 29,English,1745
Alberta,T2A,Female,60 to 64,English,1745
Ontario,N0R,Male,25 to 29,English,1745
Ontario,N0L,Male,65 to 69,English,1745
Saskatchewan,S7L,Male,25 to 29,English,1745
Ontario,L1G,Female,18 to 24,English,1745
Ontario,M3H,Female,18 to 24,English,1745
Ontario,M3H,Female,40 to 44,English,1746
Ontario,N0J,Male,18 to 24,English,1746
Saskatchewan,S0G,Female,70 to 74,English,1747
Ontario,M1V,Female,40 to 44,English,1747
Ontario,L1C,Male,40 to 44,English,1747
British Columbia ,V7C,Female,50 to 54,English,1748
Nova Scotia ,B0J,Female,65 to 69,English,1748
Ontario,K4A,Male,35 to 39,English,1748
Ontario,L6E,Male,18 to 24,English,1748
Alberta,T3G,Female,65 to 69,English,1749
Ontario,K7K,Female,25 to 29,English,1749
Manitoba,R0C,Male,50 to 54,English,1749
Ontario,M4J,Male,40 to 44,English,1749
Ontario,K0K,Male,80 to 84,English,1749
Ontario,L1R,Female,40 to 44,English,1750
Ontario,L1V,Male,50 to 54,English,1750
British Columbia ,V3A,Male,35 to 39,English,1750
