Province,fsa,Gender,Age,population
Quebec ,G3S,Male,45 to 49,279
Quebec ,G3S,Male,50 to 54,227
Quebec ,G3S,Male,55 to 59,193
Quebec ,G3S,Male,60 to 64,130
Quebec ,G3S,Male,65 to 69,92
Quebec ,G3S,Male,70 to 74,68
Quebec ,G3S,Male,75 to 79,45
Quebec ,G3S,Male,80 to 84,20
Quebec ,G3S,Male,85 plus,17
Quebec ,G3Z,Female,25 to 29,145
Quebec ,G3Z,Female,30 to 34,163
Quebec ,G3Z,Female,35 to 39,186
Quebec ,G3Z,Female,40 to 44,178
Quebec ,G3Z,Female,45 to 49,180
Quebec ,G3Z,Female,50 to 54,219
Quebec ,G3Z,Female,55 to 59,305
Quebec ,G3Z,Female,60 to 64,350
Quebec ,G3Z,Female,65 to 69,322
Quebec ,G3Z,Female,70 to 74,283
Quebec ,G3Z,Female,75 to 79,207
Quebec ,G3Z,Female,80 to 84,151
Quebec ,G3Z,Female,85 plus,166
Quebec ,G3Z,Male,25 to 29,138
Quebec ,G3Z,Male,30 to 34,152
Quebec ,G3Z,Male,35 to 39,163
Quebec ,G3Z,Male,40 to 44,181
Quebec ,G3Z,Male,45 to 49,181
Quebec ,G3Z,Male,50 to 54,232
Quebec ,G3Z,Male,55 to 59,290
Quebec ,G3Z,Male,60 to 64,359
Quebec ,G3Z,Male,65 to 69,355
Quebec ,G3Z,Male,70 to 74,301
Quebec ,G3Z,Male,75 to 79,220
Quebec ,G3Z,Male,80 to 84,124
Quebec ,G3Z,Male,85 plus,87
Quebec ,G4A,Female,25 to 29,61
Quebec ,G4A,Female,30 to 34,67
Quebec ,G4A,Female,35 to 39,87
Quebec ,G4A,Female,40 to 44,89
Quebec ,G4A,Female,45 to 49,86
Quebec ,G4A,Female,50 to 54,84
Quebec ,G4A,Female,55 to 59,119
Quebec ,G4A,Female,60 to 64,146
Quebec ,G4A,Female,65 to 69,140
Quebec ,G4A,Female,70 to 74,113
Quebec ,G4A,Female,75 to 79,89
Quebec ,G4A,Female,80 to 84,57
Quebec ,G4A,Female,85 plus,76
Quebec ,G4A,Male,25 to 29,79
Quebec ,G4A,Male,30 to 34,63
Quebec ,G4A,Male,35 to 39,77
Quebec ,G4A,Male,40 to 44,79
Quebec ,G4A,Male,45 to 49,76
Quebec ,G4A,Male,50 to 54,97
Quebec ,G4A,Male,55 to 59,122
Quebec ,G4A,Male,60 to 64,146
Quebec ,G4A,Male,65 to 69,126
Quebec ,G4A,Male,70 to 74,110
Quebec ,G4A,Male,75 to 79,64
Quebec ,G4A,Male,80 to 84,47
Quebec ,G4A,Male,85 plus,48
Quebec ,G4R,Female,25 to 29,549
Quebec ,G4R,Female,30 to 34,524
Quebec ,G4R,Female,35 to 39,563
Quebec ,G4R,Female,40 to 44,619
Quebec ,G4R,Female,45 to 49,606
Quebec ,G4R,Female,50 to 54,731
Quebec ,G4R,Female,55 to 59,829
Quebec ,G4R,Female,60 to 64,746
Quebec ,G4R,Female,65 to 69,610
Quebec ,G4R,Female,70 to 74,489
Quebec ,G4R,Female,75 to 79,380
Quebec ,G4R,Female,80 to 84,295
Quebec ,G4R,Female,85 plus,282
Quebec ,G4R,Male,25 to 29,600
Quebec ,G4R,Male,30 to 34,580
Quebec ,G4R,Male,35 to 39,628
Quebec ,G4R,Male,40 to 44,630
Quebec ,G4R,Male,45 to 49,639
Quebec ,G4R,Male,50 to 54,699
Quebec ,G4R,Male,55 to 59,862
Quebec ,G4R,Male,60 to 64,775
Quebec ,G4R,Male,65 to 69,635
Quebec ,G4R,Male,70 to 74,447
Quebec ,G4R,Male,75 to 79,318
Quebec ,G4R,Male,80 to 84,280
Quebec ,G4R,Male,85 plus,209
Quebec ,G4S,Female,25 to 29,170
Quebec ,G4S,Female,30 to 34,193
Quebec ,G4S,Female,35 to 39,188
Quebec ,G4S,Female,40 to 44,205
Quebec ,G4S,Female,45 to 49,195
Quebec ,G4S,Female,50 to 54,198
Quebec ,G4S,Female,55 to 59,206
Quebec ,G4S,Female,60 to 64,189
Quebec ,G4S,Female,65 to 69,167
Quebec ,G4S,Female,70 to 74,130
Quebec ,G4S,Female,75 to 79,86
Quebec ,G4S,Female,80 to 84,49
Quebec ,G4S,Female,85 plus,27
Quebec ,G4S,Male,25 to 29,160
Quebec ,G4S,Male,30 to 34,180
Quebec ,G4S,Male,35 to 39,201
Quebec ,G4S,Male,40 to 44,196
Quebec ,G4S,Male,45 to 49,189
Quebec ,G4S,Male,50 to 54,193
Quebec ,G4S,Male,55 to 59,207
Quebec ,G4S,Male,60 to 64,198
Quebec ,G4S,Male,65 to 69,187
Quebec ,G4S,Male,70 to 74,143
Quebec ,G4S,Male,75 to 79,93
Quebec ,G4S,Male,80 to 84,63
Quebec ,G4S,Male,85 plus,28
Quebec ,G4T,Female,25 to 29,251
Quebec ,G4T,Female,30 to 34,255
Quebec ,G4T,Female,35 to 39,300
Quebec ,G4T,Female,40 to 44,291
Quebec ,G4T,Female,45 to 49,403
Quebec ,G4T,Female,50 to 54,508
Quebec ,G4T,Female,55 to 59,653
Quebec ,G4T,Female,60 to 64,670
Quebec ,G4T,Female,65 to 69,572
Quebec ,G4T,Female,70 to 74,485
Quebec ,G4T,Female,75 to 79,348
Quebec ,G4T,Female,80 to 84,228
Quebec ,G4T,Female,85 plus,203
Quebec ,G4T,Male,25 to 29,280
Quebec ,G4T,Male,30 to 34,234
Quebec ,G4T,Male,35 to 39,275
Quebec ,G4T,Male,40 to 44,296
Quebec ,G4T,Male,45 to 49,353
Quebec ,G4T,Male,50 to 54,479
Quebec ,G4T,Male,55 to 59,652
Quebec ,G4T,Male,60 to 64,612
Quebec ,G4T,Male,65 to 69,605
Quebec ,G4T,Male,70 to 74,499
Quebec ,G4T,Male,75 to 79,313
Quebec ,G4T,Male,80 to 84,208
Quebec ,G4T,Male,85 plus,127
Quebec ,G4V,Female,25 to 29,118
Quebec ,G4V,Female,30 to 34,181
Quebec ,G4V,Female,35 to 39,178
Quebec ,G4V,Female,40 to 44,172
Quebec ,G4V,Female,45 to 49,171
Quebec ,G4V,Female,50 to 54,217
Quebec ,G4V,Female,55 to 59,295
Quebec ,G4V,Female,60 to 64,329
Quebec ,G4V,Female,65 to 69,297
Quebec ,G4V,Female,70 to 74,256
Quebec ,G4V,Female,75 to 79,157
Quebec ,G4V,Female,80 to 84,134
Quebec ,G4V,Female,85 plus,129
Quebec ,G4V,Male,25 to 29,127
Quebec ,G4V,Male,30 to 34,121
Quebec ,G4V,Male,35 to 39,163
Quebec ,G4V,Male,40 to 44,194
Quebec ,G4V,Male,45 to 49,178
Quebec ,G4V,Male,50 to 54,196
Quebec ,G4V,Male,55 to 59,259
Quebec ,G4V,Male,60 to 64,310
Quebec ,G4V,Male,65 to 69,321
Quebec ,G4V,Male,70 to 74,250
Quebec ,G4V,Male,75 to 79,149
Quebec ,G4V,Male,80 to 84,92
Quebec ,G4V,Male,85 plus,64
Quebec ,G4W,Female,25 to 29,296
Quebec ,G4W,Female,30 to 34,303
Quebec ,G4W,Female,35 to 39,343
Quebec ,G4W,Female,40 to 44,407
Quebec ,G4W,Female,45 to 49,386
Quebec ,G4W,Female,50 to 54,402
Quebec ,G4W,Female,55 to 59,648
Quebec ,G4W,Female,60 to 64,725
Quebec ,G4W,Female,65 to 69,650
Quebec ,G4W,Female,70 to 74,562
Quebec ,G4W,Female,75 to 79,426
Quebec ,G4W,Female,80 to 84,263
Quebec ,G4W,Female,85 plus,392
Quebec ,G4W,Male,25 to 29,353
Quebec ,G4W,Male,30 to 34,316
Quebec ,G4W,Male,35 to 39,327
Quebec ,G4W,Male,40 to 44,389
Quebec ,G4W,Male,45 to 49,369
Quebec ,G4W,Male,50 to 54,391
Quebec ,G4W,Male,55 to 59,592
Quebec ,G4W,Male,60 to 64,657
Quebec ,G4W,Male,65 to 69,611
Quebec ,G4W,Male,70 to 74,522
Quebec ,G4W,Male,75 to 79,384
Quebec ,G4W,Male,80 to 84,223
Quebec ,G4W,Male,85 plus,255
Quebec ,G4X,Female,25 to 29,348
Quebec ,G4X,Female,30 to 34,387
Quebec ,G4X,Female,35 to 39,379
Quebec ,G4X,Female,40 to 44,423
Quebec ,G4X,Female,45 to 49,379
Quebec ,G4X,Female,50 to 54,488
Quebec ,G4X,Female,55 to 59,679
Quebec ,G4X,Female,60 to 64,741
Quebec ,G4X,Female,65 to 69,619
Quebec ,G4X,Female,70 to 74,470
Quebec ,G4X,Female,75 to 79,363
Quebec ,G4X,Female,80 to 84,243
Quebec ,G4X,Female,85 plus,273
Quebec ,G4X,Male,25 to 29,379
Quebec ,G4X,Male,30 to 34,367
Quebec ,G4X,Male,35 to 39,387
Quebec ,G4X,Male,40 to 44,399
Quebec ,G4X,Male,45 to 49,390
Quebec ,G4X,Male,50 to 54,472
Quebec ,G4X,Male,55 to 59,669
Quebec ,G4X,Male,60 to 64,744
Quebec ,G4X,Male,65 to 69,675
Quebec ,G4X,Male,70 to 74,505
Quebec ,G4X,Male,75 to 79,272
Quebec ,G4X,Male,80 to 84,176
Quebec ,G4X,Male,85 plus,178
Quebec ,G4Z,Female,25 to 29,227
Quebec ,G4Z,Female,30 to 34,222
Quebec ,G4Z,Female,35 to 39,275
Quebec ,G4Z,Female,40 to 44,284
Quebec ,G4Z,Female,45 to 49,283
Quebec ,G4Z,Female,50 to 54,347
Quebec ,G4Z,Female,55 to 59,439
Quebec ,G4Z,Female,60 to 64,413
Quebec ,G4Z,Female,65 to 69,295
Quebec ,G4Z,Female,70 to 74,224
Quebec ,G4Z,Female,75 to 79,179
Quebec ,G4Z,Female,80 to 84,131
Quebec ,G4Z,Female,85 plus,137
Quebec ,G4Z,Male,25 to 29,269
Quebec ,G4Z,Male,30 to 34,257
Quebec ,G4Z,Male,35 to 39,244
Quebec ,G4Z,Male,40 to 44,276
Quebec ,G4Z,Male,45 to 49,288
Quebec ,G4Z,Male,50 to 54,347
Quebec ,G4Z,Male,55 to 59,458
Quebec ,G4Z,Male,60 to 64,454
Quebec ,G4Z,Male,65 to 69,352
Quebec ,G4Z,Male,70 to 74,276
Quebec ,G4Z,Male,75 to 79,187
Quebec ,G4Z,Male,80 to 84,116
Quebec ,G4Z,Male,85 plus,103
Quebec ,G5A,Female,25 to 29,149
Quebec ,G5A,Female,30 to 34,174
Quebec ,G5A,Female,35 to 39,195
Quebec ,G5A,Female,40 to 44,216
Quebec ,G5A,Female,45 to 49,239
Quebec ,G5A,Female,50 to 54,243
Quebec ,G5A,Female,55 to 59,351
Quebec ,G5A,Female,60 to 64,381
Quebec ,G5A,Female,65 to 69,361
Quebec ,G5A,Female,70 to 74,319
Quebec ,G5A,Female,75 to 79,247
Quebec ,G5A,Female,80 to 84,141
Quebec ,G5A,Female,85 plus,193
Quebec ,G5A,Male,25 to 29,170
Quebec ,G5A,Male,30 to 34,158
Quebec ,G5A,Male,35 to 39,222
Quebec ,G5A,Male,40 to 44,211
Quebec ,G5A,Male,45 to 49,217
Quebec ,G5A,Male,50 to 54,276
Quebec ,G5A,Male,55 to 59,345
Quebec ,G5A,Male,60 to 64,424
Quebec ,G5A,Male,65 to 69,373
Quebec ,G5A,Male,70 to 74,323
Quebec ,G5A,Male,75 to 79,203
Quebec ,G5A,Male,80 to 84,141
Quebec ,G5A,Male,85 plus,105
Quebec ,G5B,Female,25 to 29,155
Quebec ,G5B,Female,30 to 34,163
Quebec ,G5B,Female,35 to 39,177
Quebec ,G5B,Female,40 to 44,195
Quebec ,G5B,Female,45 to 49,184
Quebec ,G5B,Female,50 to 54,208
Quebec ,G5B,Female,55 to 59,250
Quebec ,G5B,Female,60 to 64,243
Quebec ,G5B,Female,65 to 69,196
Quebec ,G5B,Female,70 to 74,155
Quebec ,G5B,Female,75 to 79,111
Quebec ,G5B,Female,80 to 84,84
Quebec ,G5B,Female,85 plus,73
Quebec ,G5B,Male,25 to 29,180
Quebec ,G5B,Male,30 to 34,194
Quebec ,G5B,Male,35 to 39,226
Quebec ,G5B,Male,40 to 44,233
Quebec ,G5B,Male,45 to 49,240
Quebec ,G5B,Male,50 to 54,234
Quebec ,G5B,Male,55 to 59,275
Quebec ,G5B,Male,60 to 64,265
Quebec ,G5B,Male,65 to 69,229
Quebec ,G5B,Male,70 to 74,169
Quebec ,G5B,Male,75 to 79,109
Quebec ,G5B,Male,80 to 84,81
Quebec ,G5B,Male,85 plus,49
Quebec ,G5C,Female,25 to 29,271
Quebec ,G5C,Female,30 to 34,252
Quebec ,G5C,Female,35 to 39,302
Quebec ,G5C,Female,40 to 44,316
Quebec ,G5C,Female,45 to 49,322
Quebec ,G5C,Female,50 to 54,407
Quebec ,G5C,Female,55 to 59,546
Quebec ,G5C,Female,60 to 64,495
Quebec ,G5C,Female,65 to 69,383
Quebec ,G5C,Female,70 to 74,334
Quebec ,G5C,Female,75 to 79,265
Quebec ,G5C,Female,80 to 84,201
Quebec ,G5C,Female,85 plus,264
Quebec ,G5C,Male,25 to 29,346
Quebec ,G5C,Male,30 to 34,326
Quebec ,G5C,Male,35 to 39,310
Quebec ,G5C,Male,40 to 44,333
Quebec ,G5C,Male,45 to 49,331
Quebec ,G5C,Male,50 to 54,393
Quebec ,G5C,Male,55 to 59,557
Quebec ,G5C,Male,60 to 64,571
Quebec ,G5C,Male,65 to 69,412
Quebec ,G5C,Male,70 to 74,327
Quebec ,G5C,Male,75 to 79,211
Quebec ,G5C,Male,80 to 84,138
Quebec ,G5C,Male,85 plus,155
Quebec ,G5H,Female,25 to 29,123
Quebec ,G5H,Female,30 to 34,146
Quebec ,G5H,Female,35 to 39,174
Quebec ,G5H,Female,40 to 44,168
Quebec ,G5H,Female,45 to 49,173
Quebec ,G5H,Female,50 to 54,189
Quebec ,G5H,Female,55 to 59,292
Quebec ,G5H,Female,60 to 64,321
Quebec ,G5H,Female,65 to 69,307
Quebec ,G5H,Female,70 to 74,274
Quebec ,G5H,Female,75 to 79,190
Quebec ,G5H,Female,80 to 84,110
Quebec ,G5H,Female,85 plus,159
Quebec ,G5H,Male,25 to 29,140
Quebec ,G5H,Male,30 to 34,146
Quebec ,G5H,Male,35 to 39,164
Quebec ,G5H,Male,40 to 44,187
Quebec ,G5H,Male,45 to 49,163
Quebec ,G5H,Male,50 to 54,208
Quebec ,G5H,Male,55 to 59,280
Quebec ,G5H,Male,60 to 64,312
Quebec ,G5H,Male,65 to 69,298
Quebec ,G5H,Male,70 to 74,251
Quebec ,G5H,Male,75 to 79,153
Quebec ,G5H,Male,80 to 84,89
Quebec ,G5H,Male,85 plus,92
Quebec ,G5J,Female,25 to 29,132
Quebec ,G5J,Female,30 to 34,134
Quebec ,G5J,Female,35 to 39,156
Quebec ,G5J,Female,40 to 44,186
Quebec ,G5J,Female,45 to 49,177
Quebec ,G5J,Female,50 to 54,187
Quebec ,G5J,Female,55 to 59,280
Quebec ,G5J,Female,60 to 64,312
Quebec ,G5J,Female,65 to 69,252
Quebec ,G5J,Female,70 to 74,225
Quebec ,G5J,Female,75 to 79,148
Quebec ,G5J,Female,80 to 84,117
Quebec ,G5J,Female,85 plus,106
Quebec ,G5J,Male,25 to 29,121
Quebec ,G5J,Male,30 to 34,147
Quebec ,G5J,Male,35 to 39,144
Quebec ,G5J,Male,40 to 44,166
Quebec ,G5J,Male,45 to 49,153
Quebec ,G5J,Male,50 to 54,181
Quebec ,G5J,Male,55 to 59,233
Quebec ,G5J,Male,60 to 64,293
Quebec ,G5J,Male,65 to 69,255
Quebec ,G5J,Male,70 to 74,227
Quebec ,G5J,Male,75 to 79,124
Quebec ,G5J,Male,80 to 84,80
Quebec ,G5J,Male,85 plus,65
Quebec ,G5L,Female,25 to 29,906
Quebec ,G5L,Female,30 to 34,734
Quebec ,G5L,Female,35 to 39,737
Quebec ,G5L,Female,40 to 44,765
Quebec ,G5L,Female,45 to 49,703
Quebec ,G5L,Female,50 to 54,794
Quebec ,G5L,Female,55 to 59,1207
Quebec ,G5L,Female,60 to 64,1401
Quebec ,G5L,Female,65 to 69,1282
Quebec ,G5L,Female,70 to 74,1167
Quebec ,G5L,Female,75 to 79,814
Quebec ,G5L,Female,80 to 84,634
Quebec ,G5L,Female,85 plus,917
Quebec ,G5L,Male,25 to 29,1029
Quebec ,G5L,Male,30 to 34,895
Quebec ,G5L,Male,35 to 39,835
Quebec ,G5L,Male,40 to 44,822
Quebec ,G5L,Male,45 to 49,690
Quebec ,G5L,Male,50 to 54,749
Quebec ,G5L,Male,55 to 59,1039
Quebec ,G5L,Male,60 to 64,1197
Quebec ,G5L,Male,65 to 69,1132
Quebec ,G5L,Male,70 to 74,947
Quebec ,G5L,Male,75 to 79,638
Quebec ,G5L,Male,80 to 84,404
Quebec ,G5L,Male,85 plus,495
Quebec ,G5M,Female,25 to 29,269
Quebec ,G5M,Female,30 to 34,273
Quebec ,G5M,Female,35 to 39,310
Quebec ,G5M,Female,40 to 44,315
Quebec ,G5M,Female,45 to 49,294
Quebec ,G5M,Female,50 to 54,269
Quebec ,G5M,Female,55 to 59,344
Quebec ,G5M,Female,60 to 64,409
Quebec ,G5M,Female,65 to 69,345
Quebec ,G5M,Female,70 to 74,268
Quebec ,G5M,Female,75 to 79,164
Quebec ,G5M,Female,80 to 84,93
Quebec ,G5M,Female,85 plus,77
Quebec ,G5M,Male,25 to 29,259
Quebec ,G5M,Male,30 to 34,303
Quebec ,G5M,Male,35 to 39,308
Quebec ,G5M,Male,40 to 44,299
Quebec ,G5M,Male,45 to 49,277
Quebec ,G5M,Male,50 to 54,248
Quebec ,G5M,Male,55 to 59,321
Quebec ,G5M,Male,60 to 64,342
Quebec ,G5M,Male,65 to 69,320
Quebec ,G5M,Male,70 to 74,270
Quebec ,G5M,Male,75 to 79,159
Quebec ,G5M,Male,80 to 84,72
Quebec ,G5M,Male,85 plus,53
Quebec ,G5N,Female,25 to 29,251
Quebec ,G5N,Female,30 to 34,250
Quebec ,G5N,Female,35 to 39,258
Quebec ,G5N,Female,40 to 44,277
Quebec ,G5N,Female,45 to 49,275
Quebec ,G5N,Female,50 to 54,270
Quebec ,G5N,Female,55 to 59,366
Quebec ,G5N,Female,60 to 64,388
Quebec ,G5N,Female,65 to 69,346
Quebec ,G5N,Female,70 to 74,253
Quebec ,G5N,Female,75 to 79,153
Quebec ,G5N,Female,80 to 84,77
Quebec ,G5N,Female,85 plus,54
Quebec ,G5N,Male,25 to 29,214
Quebec ,G5N,Male,30 to 34,230
Quebec ,G5N,Male,35 to 39,265
Quebec ,G5N,Male,40 to 44,282
Quebec ,G5N,Male,45 to 49,261
Quebec ,G5N,Male,50 to 54,240
Quebec ,G5N,Male,55 to 59,336
Quebec ,G5N,Male,60 to 64,386
Quebec ,G5N,Male,65 to 69,358
Quebec ,G5N,Male,70 to 74,253
Quebec ,G5N,Male,75 to 79,143
Quebec ,G5N,Male,80 to 84,62
Quebec ,G5N,Male,85 plus,31
Quebec ,G5R,Female,25 to 29,507
Quebec ,G5R,Female,30 to 34,508
Quebec ,G5R,Female,35 to 39,551
Quebec ,G5R,Female,40 to 44,596
Quebec ,G5R,Female,45 to 49,552
Quebec ,G5R,Female,50 to 54,578
Quebec ,G5R,Female,55 to 59,768
Quebec ,G5R,Female,60 to 64,892
Quebec ,G5R,Female,65 to 69,835
Quebec ,G5R,Female,70 to 74,745
Quebec ,G5R,Female,75 to 79,509
Quebec ,G5R,Female,80 to 84,356
Quebec ,G5R,Female,85 plus,544
Quebec ,G5R,Male,25 to 29,594
Quebec ,G5R,Male,30 to 34,581
Quebec ,G5R,Male,35 to 39,575
Quebec ,G5R,Male,40 to 44,631
Quebec ,G5R,Male,45 to 49,583
Quebec ,G5R,Male,50 to 54,545
Quebec ,G5R,Male,55 to 59,736
Quebec ,G5R,Male,60 to 64,761
Quebec ,G5R,Male,65 to 69,755
Quebec ,G5R,Male,70 to 74,573
Quebec ,G5R,Male,75 to 79,443
Quebec ,G5R,Male,80 to 84,271
Quebec ,G5R,Male,85 plus,254
Quebec ,G5T,Female,25 to 29,40
Quebec ,G5T,Female,30 to 34,49
Quebec ,G5T,Female,35 to 39,62
Quebec ,G5T,Female,40 to 44,71
Quebec ,G5T,Female,45 to 49,71
Quebec ,G5T,Female,50 to 54,99
Quebec ,G5T,Female,55 to 59,129
Quebec ,G5T,Female,60 to 64,151
Quebec ,G5T,Female,65 to 69,133
Quebec ,G5T,Female,70 to 74,108
Quebec ,G5T,Female,75 to 79,93
Quebec ,G5T,Female,80 to 84,56
Quebec ,G5T,Female,85 plus,62
Quebec ,G5T,Male,25 to 29,60
Quebec ,G5T,Male,30 to 34,50
Quebec ,G5T,Male,35 to 39,62
Quebec ,G5T,Male,40 to 44,62
Quebec ,G5T,Male,45 to 49,68
Quebec ,G5T,Male,50 to 54,80
Quebec ,G5T,Male,55 to 59,125
Quebec ,G5T,Male,60 to 64,139
Quebec ,G5T,Male,65 to 69,134
Quebec ,G5T,Male,70 to 74,107
Quebec ,G5T,Male,75 to 79,71
Quebec ,G5T,Male,80 to 84,56
Quebec ,G5T,Male,85 plus,38
Quebec ,G5V,Female,25 to 29,268
Quebec ,G5V,Female,30 to 34,242
Quebec ,G5V,Female,35 to 39,255
Quebec ,G5V,Female,40 to 44,280
Quebec ,G5V,Female,45 to 49,294
Quebec ,G5V,Female,50 to 54,360
Quebec ,G5V,Female,55 to 59,512
Quebec ,G5V,Female,60 to 64,486
Quebec ,G5V,Female,65 to 69,474
Quebec ,G5V,Female,70 to 74,460
Quebec ,G5V,Female,75 to 79,339
Quebec ,G5V,Female,80 to 84,235
Quebec ,G5V,Female,85 plus,341
Quebec ,G5V,Male,25 to 29,270
Quebec ,G5V,Male,30 to 34,285
Quebec ,G5V,Male,35 to 39,269
Quebec ,G5V,Male,40 to 44,303
Quebec ,G5V,Male,45 to 49,364
Quebec ,G5V,Male,50 to 54,389
Quebec ,G5V,Male,55 to 59,492
Quebec ,G5V,Male,60 to 64,514
Quebec ,G5V,Male,65 to 69,486
Quebec ,G5V,Male,70 to 74,410
Quebec ,G5V,Male,75 to 79,331
Quebec ,G5V,Male,80 to 84,199
Quebec ,G5V,Male,85 plus,150
Quebec ,G5X,Female,25 to 29,147
Quebec ,G5X,Female,30 to 34,153
Quebec ,G5X,Female,35 to 39,184
Quebec ,G5X,Female,40 to 44,203
Quebec ,G5X,Female,45 to 49,160
Quebec ,G5X,Female,50 to 54,188
Quebec ,G5X,Female,55 to 59,230
Quebec ,G5X,Female,60 to 64,241
Quebec ,G5X,Female,65 to 69,242
Quebec ,G5X,Female,70 to 74,211
Quebec ,G5X,Female,75 to 79,147
Quebec ,G5X,Female,80 to 84,94
Quebec ,G5X,Female,85 plus,129
Quebec ,G5X,Male,25 to 29,169
Quebec ,G5X,Male,30 to 34,178
Quebec ,G5X,Male,35 to 39,223
Quebec ,G5X,Male,40 to 44,230
Quebec ,G5X,Male,45 to 49,188
Quebec ,G5X,Male,50 to 54,193
Quebec ,G5X,Male,55 to 59,254
Quebec ,G5X,Male,60 to 64,236
Quebec ,G5X,Male,65 to 69,240
Quebec ,G5X,Male,70 to 74,211
Quebec ,G5X,Male,75 to 79,152
Quebec ,G5X,Male,80 to 84,96
Quebec ,G5X,Male,85 plus,73
Quebec ,G5Y,Female,25 to 29,554
Quebec ,G5Y,Female,30 to 34,539
Quebec ,G5Y,Female,35 to 39,643
Quebec ,G5Y,Female,40 to 44,649
Quebec ,G5Y,Female,45 to 49,584
Quebec ,G5Y,Female,50 to 54,726
Quebec ,G5Y,Female,55 to 59,966
Quebec ,G5Y,Female,60 to 64,974
Quebec ,G5Y,Female,65 to 69,900
Quebec ,G5Y,Female,70 to 74,741
Quebec ,G5Y,Female,75 to 79,574
Quebec ,G5Y,Female,80 to 84,354
Quebec ,G5Y,Female,85 plus,474
Quebec ,G5Y,Male,25 to 29,733
Quebec ,G5Y,Male,30 to 34,706
Quebec ,G5Y,Male,35 to 39,762
Quebec ,G5Y,Male,40 to 44,799
Quebec ,G5Y,Male,45 to 49,669
Quebec ,G5Y,Male,50 to 54,788
Quebec ,G5Y,Male,55 to 59,986
Quebec ,G5Y,Male,60 to 64,949
Quebec ,G5Y,Male,65 to 69,898
Quebec ,G5Y,Male,70 to 74,761
Quebec ,G5Y,Male,75 to 79,503
Quebec ,G5Y,Male,80 to 84,292
Quebec ,G5Y,Male,85 plus,297
Quebec ,G5Z,Female,25 to 29,216
Quebec ,G5Z,Female,30 to 34,220
Quebec ,G5Z,Female,35 to 39,288
Quebec ,G5Z,Female,40 to 44,276
Quebec ,G5Z,Female,45 to 49,237
Quebec ,G5Z,Female,50 to 54,237
Quebec ,G5Z,Female,55 to 59,280
Quebec ,G5Z,Female,60 to 64,255
Quebec ,G5Z,Female,65 to 69,222
Quebec ,G5Z,Female,70 to 74,188
Quebec ,G5Z,Female,75 to 79,141
Quebec ,G5Z,Female,80 to 84,91
Quebec ,G5Z,Female,85 plus,127
Quebec ,G5Z,Male,25 to 29,168
Quebec ,G5Z,Male,30 to 34,169
Quebec ,G5Z,Male,35 to 39,226
Quebec ,G5Z,Male,40 to 44,284
Quebec ,G5Z,Male,45 to 49,214
Quebec ,G5Z,Male,50 to 54,212
Quebec ,G5Z,Male,55 to 59,264
Quebec ,G5Z,Male,60 to 64,224
Quebec ,G5Z,Male,65 to 69,218
Quebec ,G5Z,Male,70 to 74,185
Quebec ,G5Z,Male,75 to 79,123
Quebec ,G5Z,Male,80 to 84,61
Quebec ,G5Z,Male,85 plus,76
Quebec ,G6A,Female,25 to 29,68
Quebec ,G6A,Female,30 to 34,76
Quebec ,G6A,Female,35 to 39,102
Quebec ,G6A,Female,40 to 44,98
Quebec ,G6A,Female,45 to 49,82
Quebec ,G6A,Female,50 to 54,85
Quebec ,G6A,Female,55 to 59,93
Quebec ,G6A,Female,60 to 64,67
Quebec ,G6A,Female,65 to 69,66
Quebec ,G6A,Female,70 to 74,44
Quebec ,G6A,Female,75 to 79,21
Quebec ,G6A,Female,80 to 84,12
Quebec ,G6A,Female,85 plus,3
Quebec ,G6A,Male,25 to 29,47
Quebec ,G6A,Male,30 to 34,62
Quebec ,G6A,Male,35 to 39,76
Quebec ,G6A,Male,40 to 44,86
Quebec ,G6A,Male,45 to 49,85
Quebec ,G6A,Male,50 to 54,71
Quebec ,G6A,Male,55 to 59,69
Quebec ,G6A,Male,60 to 64,60
Quebec ,G6A,Male,65 to 69,59
Quebec ,G6A,Male,70 to 74,25
Quebec ,G6A,Male,75 to 79,13
Quebec ,G6A,Male,80 to 84,5
Quebec ,G6A,Male,85 plus,1
Quebec ,G6B,Female,25 to 29,170
Quebec ,G6B,Female,30 to 34,167
Quebec ,G6B,Female,35 to 39,211
Quebec ,G6B,Female,40 to 44,252
Quebec ,G6B,Female,45 to 49,235
Quebec ,G6B,Female,50 to 54,242
Quebec ,G6B,Female,55 to 59,330
Quebec ,G6B,Female,60 to 64,371
Quebec ,G6B,Female,65 to 69,365
Quebec ,G6B,Female,70 to 74,288
Quebec ,G6B,Female,75 to 79,210
Quebec ,G6B,Female,80 to 84,144
Quebec ,G6B,Female,85 plus,194
Quebec ,G6B,Male,25 to 29,182
Quebec ,G6B,Male,30 to 34,175
Quebec ,G6B,Male,35 to 39,218
Quebec ,G6B,Male,40 to 44,256
Quebec ,G6B,Male,45 to 49,238
Quebec ,G6B,Male,50 to 54,264
Quebec ,G6B,Male,55 to 59,327
Quebec ,G6B,Male,60 to 64,379
Quebec ,G6B,Male,65 to 69,351
Quebec ,G6B,Male,70 to 74,271
Quebec ,G6B,Male,75 to 79,185
Quebec ,G6B,Male,80 to 84,120
Quebec ,G6B,Male,85 plus,113
Quebec ,G6C,Female,25 to 29,213
Quebec ,G6C,Female,30 to 34,243
Quebec ,G6C,Female,35 to 39,213
Quebec ,G6C,Female,40 to 44,277
