Province,fsa,Gender,Age,population
British Columbia ,V6S,Male,70 to 74,214
British Columbia ,V6S,Male,75 to 79,176
British Columbia ,V6S,Male,80 to 84,108
British Columbia ,V6S,Male,85 plus,105
British Columbia ,V6T,Female,25 to 29,789
British Columbia ,V6T,Female,30 to 34,542
British Columbia ,V6T,Female,35 to 39,468
British Columbia ,V6T,Female,40 to 44,469
British Columbia ,V6T,Female,45 to 49,516
British Columbia ,V6T,Female,50 to 54,496
British Columbia ,V6T,Female,55 to 59,363
British Columbia ,V6T,Female,60 to 64,265
British Columbia ,V6T,Female,65 to 69,237
British Columbia ,V6T,Female,70 to 74,208
British Columbia ,V6T,Female,75 to 79,149
British Columbia ,V6T,Female,80 to 84,95
British Columbia ,V6T,Female,85 plus,128
British Columbia ,V6T,Male,25 to 29,797
British Columbia ,V6T,Male,30 to 34,586
British Columbia ,V6T,Male,35 to 39,405
British Columbia ,V6T,Male,40 to 44,356
British Columbia ,V6T,Male,45 to 49,372
British Columbia ,V6T,Male,50 to 54,400
British Columbia ,V6T,Male,55 to 59,309
British Columbia ,V6T,Male,60 to 64,249
British Columbia ,V6T,Male,65 to 69,224
British Columbia ,V6T,Male,70 to 74,192
British Columbia ,V6T,Male,75 to 79,130
British Columbia ,V6T,Male,80 to 84,90
British Columbia ,V6T,Male,85 plus,114
British Columbia ,V6V,Female,25 to 29,388
British Columbia ,V6V,Female,30 to 34,411
British Columbia ,V6V,Female,35 to 39,407
British Columbia ,V6V,Female,40 to 44,402
British Columbia ,V6V,Female,45 to 49,425
British Columbia ,V6V,Female,50 to 54,484
British Columbia ,V6V,Female,55 to 59,547
British Columbia ,V6V,Female,60 to 64,461
British Columbia ,V6V,Female,65 to 69,301
British Columbia ,V6V,Female,70 to 74,209
British Columbia ,V6V,Female,75 to 79,125
British Columbia ,V6V,Female,80 to 84,96
British Columbia ,V6V,Female,85 plus,105
British Columbia ,V6V,Male,25 to 29,380
British Columbia ,V6V,Male,30 to 34,384
British Columbia ,V6V,Male,35 to 39,377
British Columbia ,V6V,Male,40 to 44,386
British Columbia ,V6V,Male,45 to 49,397
British Columbia ,V6V,Male,50 to 54,423
British Columbia ,V6V,Male,55 to 59,502
British Columbia ,V6V,Male,60 to 64,490
British Columbia ,V6V,Male,65 to 69,315
British Columbia ,V6V,Male,70 to 74,208
British Columbia ,V6V,Male,75 to 79,123
British Columbia ,V6V,Male,80 to 84,83
British Columbia ,V6V,Male,85 plus,41
British Columbia ,V6W,Female,25 to 29,92
British Columbia ,V6W,Female,30 to 34,117
British Columbia ,V6W,Female,35 to 39,101
British Columbia ,V6W,Female,40 to 44,83
British Columbia ,V6W,Female,45 to 49,78
British Columbia ,V6W,Female,50 to 54,85
British Columbia ,V6W,Female,55 to 59,96
British Columbia ,V6W,Female,60 to 64,115
British Columbia ,V6W,Female,65 to 69,86
British Columbia ,V6W,Female,70 to 74,59
British Columbia ,V6W,Female,75 to 79,33
British Columbia ,V6W,Female,80 to 84,26
British Columbia ,V6W,Female,85 plus,27
British Columbia ,V6W,Male,25 to 29,120
British Columbia ,V6W,Male,30 to 34,137
British Columbia ,V6W,Male,35 to 39,121
British Columbia ,V6W,Male,40 to 44,89
British Columbia ,V6W,Male,45 to 49,78
British Columbia ,V6W,Male,50 to 54,94
British Columbia ,V6W,Male,55 to 59,116
British Columbia ,V6W,Male,60 to 64,121
British Columbia ,V6W,Male,65 to 69,90
British Columbia ,V6W,Male,70 to 74,78
British Columbia ,V6W,Male,75 to 79,51
British Columbia ,V6W,Male,80 to 84,30
British Columbia ,V6W,Male,85 plus,27
British Columbia ,V6X,Female,25 to 29,1889
British Columbia ,V6X,Female,30 to 34,1963
British Columbia ,V6X,Female,35 to 39,1517
British Columbia ,V6X,Female,40 to 44,1143
British Columbia ,V6X,Female,45 to 49,1121
British Columbia ,V6X,Female,50 to 54,1407
British Columbia ,V6X,Female,55 to 59,1563
British Columbia ,V6X,Female,60 to 64,1422
British Columbia ,V6X,Female,65 to 69,1065
British Columbia ,V6X,Female,70 to 74,784
British Columbia ,V6X,Female,75 to 79,504
British Columbia ,V6X,Female,80 to 84,441
British Columbia ,V6X,Female,85 plus,559
British Columbia ,V6X,Male,25 to 29,1953
British Columbia ,V6X,Male,30 to 34,1950
British Columbia ,V6X,Male,35 to 39,1530
British Columbia ,V6X,Male,40 to 44,1091
British Columbia ,V6X,Male,45 to 49,933
British Columbia ,V6X,Male,50 to 54,1108
British Columbia ,V6X,Male,55 to 59,1242
British Columbia ,V6X,Male,60 to 64,1228
British Columbia ,V6X,Male,65 to 69,1029
British Columbia ,V6X,Male,70 to 74,699
British Columbia ,V6X,Male,75 to 79,479
British Columbia ,V6X,Male,80 to 84,377
British Columbia ,V6X,Male,85 plus,367
British Columbia ,V6Y,Female,25 to 29,2041
British Columbia ,V6Y,Female,30 to 34,2175
British Columbia ,V6Y,Female,35 to 39,1880
British Columbia ,V6Y,Female,40 to 44,1780
British Columbia ,V6Y,Female,45 to 49,2063
British Columbia ,V6Y,Female,50 to 54,2300
British Columbia ,V6Y,Female,55 to 59,2298
British Columbia ,V6Y,Female,60 to 64,2045
British Columbia ,V6Y,Female,65 to 69,1741
British Columbia ,V6Y,Female,70 to 74,1373
British Columbia ,V6Y,Female,75 to 79,1004
British Columbia ,V6Y,Female,80 to 84,690
British Columbia ,V6Y,Female,85 plus,731
British Columbia ,V6Y,Male,25 to 29,2100
British Columbia ,V6Y,Male,30 to 34,2128
British Columbia ,V6Y,Male,35 to 39,1839
British Columbia ,V6Y,Male,40 to 44,1482
British Columbia ,V6Y,Male,45 to 49,1527
British Columbia ,V6Y,Male,50 to 54,1805
British Columbia ,V6Y,Male,55 to 59,1875
British Columbia ,V6Y,Male,60 to 64,1773
British Columbia ,V6Y,Male,65 to 69,1497
British Columbia ,V6Y,Male,70 to 74,1146
British Columbia ,V6Y,Male,75 to 79,744
British Columbia ,V6Y,Male,80 to 84,572
British Columbia ,V6Y,Male,85 plus,545
British Columbia ,V6Z,Female,25 to 29,1003
British Columbia ,V6Z,Female,30 to 34,1231
British Columbia ,V6Z,Female,35 to 39,919
British Columbia ,V6Z,Female,40 to 44,589
British Columbia ,V6Z,Female,45 to 49,565
British Columbia ,V6Z,Female,50 to 54,552
British Columbia ,V6Z,Female,55 to 59,522
British Columbia ,V6Z,Female,60 to 64,551
British Columbia ,V6Z,Female,65 to 69,519
British Columbia ,V6Z,Female,70 to 74,414
British Columbia ,V6Z,Female,75 to 79,236
British Columbia ,V6Z,Female,80 to 84,122
British Columbia ,V6Z,Female,85 plus,135
British Columbia ,V6Z,Male,25 to 29,965
British Columbia ,V6Z,Male,30 to 34,1316
British Columbia ,V6Z,Male,35 to 39,1123
British Columbia ,V6Z,Male,40 to 44,841
British Columbia ,V6Z,Male,45 to 49,673
British Columbia ,V6Z,Male,50 to 54,663
British Columbia ,V6Z,Male,55 to 59,641
British Columbia ,V6Z,Male,60 to 64,593
British Columbia ,V6Z,Male,65 to 69,458
British Columbia ,V6Z,Male,70 to 74,439
British Columbia ,V6Z,Male,75 to 79,258
British Columbia ,V6Z,Male,80 to 84,129
British Columbia ,V6Z,Male,85 plus,78
British Columbia ,V7A,Female,25 to 29,956
British Columbia ,V7A,Female,30 to 34,901
British Columbia ,V7A,Female,35 to 39,965
British Columbia ,V7A,Female,40 to 44,981
British Columbia ,V7A,Female,45 to 49,1082
British Columbia ,V7A,Female,50 to 54,1289
British Columbia ,V7A,Female,55 to 59,1144
British Columbia ,V7A,Female,60 to 64,1031
British Columbia ,V7A,Female,65 to 69,881
British Columbia ,V7A,Female,70 to 74,723
British Columbia ,V7A,Female,75 to 79,482
British Columbia ,V7A,Female,80 to 84,310
British Columbia ,V7A,Female,85 plus,347
British Columbia ,V7A,Male,25 to 29,1109
British Columbia ,V7A,Male,30 to 34,987
British Columbia ,V7A,Male,35 to 39,870
British Columbia ,V7A,Male,40 to 44,798
British Columbia ,V7A,Male,45 to 49,926
British Columbia ,V7A,Male,50 to 54,1117
British Columbia ,V7A,Male,55 to 59,1177
British Columbia ,V7A,Male,60 to 64,979
British Columbia ,V7A,Male,65 to 69,793
British Columbia ,V7A,Male,70 to 74,694
British Columbia ,V7A,Male,75 to 79,442
British Columbia ,V7A,Male,80 to 84,283
British Columbia ,V7A,Male,85 plus,257
British Columbia ,V7B,Female,25 to 29,20
British Columbia ,V7B,Female,30 to 34,28
British Columbia ,V7B,Female,35 to 39,19
British Columbia ,V7B,Female,40 to 44,30
British Columbia ,V7B,Female,45 to 49,31
British Columbia ,V7B,Female,50 to 54,42
British Columbia ,V7B,Female,55 to 59,41
British Columbia ,V7B,Female,60 to 64,30
British Columbia ,V7B,Female,65 to 69,18
British Columbia ,V7B,Female,70 to 74,15
British Columbia ,V7B,Female,75 to 79,9
British Columbia ,V7B,Female,80 to 84,7
British Columbia ,V7B,Female,85 plus,5
British Columbia ,V7B,Male,25 to 29,23
British Columbia ,V7B,Male,30 to 34,23
British Columbia ,V7B,Male,35 to 39,16
British Columbia ,V7B,Male,40 to 44,39
British Columbia ,V7B,Male,45 to 49,28
British Columbia ,V7B,Male,50 to 54,40
British Columbia ,V7B,Male,55 to 59,56
British Columbia ,V7B,Male,60 to 64,31
British Columbia ,V7B,Male,65 to 69,22
British Columbia ,V7B,Male,70 to 74,15
British Columbia ,V7B,Male,75 to 79,9
British Columbia ,V7B,Male,80 to 84,6
British Columbia ,V7B,Male,85 plus,1
British Columbia ,V7C,Female,25 to 29,1413
British Columbia ,V7C,Female,30 to 34,1229
British Columbia ,V7C,Female,35 to 39,1190
British Columbia ,V7C,Female,40 to 44,1463
British Columbia ,V7C,Female,45 to 49,1588
British Columbia ,V7C,Female,50 to 54,1721
British Columbia ,V7C,Female,55 to 59,1770
British Columbia ,V7C,Female,60 to 64,1556
British Columbia ,V7C,Female,65 to 69,1250
British Columbia ,V7C,Female,70 to 74,882
British Columbia ,V7C,Female,75 to 79,646
British Columbia ,V7C,Female,80 to 84,505
British Columbia ,V7C,Female,85 plus,495
British Columbia ,V7C,Male,25 to 29,1486
British Columbia ,V7C,Male,30 to 34,1283
British Columbia ,V7C,Male,35 to 39,1066
British Columbia ,V7C,Male,40 to 44,1041
British Columbia ,V7C,Male,45 to 49,1262
British Columbia ,V7C,Male,50 to 54,1416
British Columbia ,V7C,Male,55 to 59,1578
British Columbia ,V7C,Male,60 to 64,1362
British Columbia ,V7C,Male,65 to 69,1185
British Columbia ,V7C,Male,70 to 74,863
British Columbia ,V7C,Male,75 to 79,627
British Columbia ,V7C,Male,80 to 84,415
British Columbia ,V7C,Male,85 plus,370
British Columbia ,V7E,Female,25 to 29,904
British Columbia ,V7E,Female,30 to 34,1011
British Columbia ,V7E,Female,35 to 39,1207
British Columbia ,V7E,Female,40 to 44,1474
British Columbia ,V7E,Female,45 to 49,1645
British Columbia ,V7E,Female,50 to 54,1670
British Columbia ,V7E,Female,55 to 59,1775
British Columbia ,V7E,Female,60 to 64,1742
British Columbia ,V7E,Female,65 to 69,1559
British Columbia ,V7E,Female,70 to 74,1268
British Columbia ,V7E,Female,75 to 79,694
British Columbia ,V7E,Female,80 to 84,430
British Columbia ,V7E,Female,85 plus,566
British Columbia ,V7E,Male,25 to 29,1039
British Columbia ,V7E,Male,30 to 34,887
British Columbia ,V7E,Male,35 to 39,1096
British Columbia ,V7E,Male,40 to 44,1237
British Columbia ,V7E,Male,45 to 49,1289
British Columbia ,V7E,Male,50 to 54,1378
British Columbia ,V7E,Male,55 to 59,1489
British Columbia ,V7E,Male,60 to 64,1499
British Columbia ,V7E,Male,65 to 69,1375
British Columbia ,V7E,Male,70 to 74,1171
British Columbia ,V7E,Male,75 to 79,638
British Columbia ,V7E,Male,80 to 84,388
British Columbia ,V7E,Male,85 plus,345
British Columbia ,V7G,Female,25 to 29,256
British Columbia ,V7G,Female,30 to 34,248
British Columbia ,V7G,Female,35 to 39,347
British Columbia ,V7G,Female,40 to 44,459
British Columbia ,V7G,Female,45 to 49,447
British Columbia ,V7G,Female,50 to 54,544
British Columbia ,V7G,Female,55 to 59,605
British Columbia ,V7G,Female,60 to 64,552
British Columbia ,V7G,Female,65 to 69,375
British Columbia ,V7G,Female,70 to 74,368
British Columbia ,V7G,Female,75 to 79,216
British Columbia ,V7G,Female,80 to 84,134
British Columbia ,V7G,Female,85 plus,105
British Columbia ,V7G,Male,25 to 29,250
British Columbia ,V7G,Male,30 to 34,256
British Columbia ,V7G,Male,35 to 39,298
British Columbia ,V7G,Male,40 to 44,410
British Columbia ,V7G,Male,45 to 49,430
British Columbia ,V7G,Male,50 to 54,439
British Columbia ,V7G,Male,55 to 59,541
British Columbia ,V7G,Male,60 to 64,506
British Columbia ,V7G,Male,65 to 69,409
British Columbia ,V7G,Male,70 to 74,325
British Columbia ,V7G,Male,75 to 79,206
British Columbia ,V7G,Male,80 to 84,99
British Columbia ,V7G,Male,85 plus,70
British Columbia ,V7H,Female,25 to 29,404
British Columbia ,V7H,Female,30 to 34,411
British Columbia ,V7H,Female,35 to 39,502
British Columbia ,V7H,Female,40 to 44,511
British Columbia ,V7H,Female,45 to 49,538
British Columbia ,V7H,Female,50 to 54,558
British Columbia ,V7H,Female,55 to 59,610
British Columbia ,V7H,Female,60 to 64,490
British Columbia ,V7H,Female,65 to 69,420
British Columbia ,V7H,Female,70 to 74,392
British Columbia ,V7H,Female,75 to 79,269
British Columbia ,V7H,Female,80 to 84,231
British Columbia ,V7H,Female,85 plus,298
British Columbia ,V7H,Male,25 to 29,425
British Columbia ,V7H,Male,30 to 34,421
British Columbia ,V7H,Male,35 to 39,427
British Columbia ,V7H,Male,40 to 44,470
British Columbia ,V7H,Male,45 to 49,520
British Columbia ,V7H,Male,50 to 54,463
British Columbia ,V7H,Male,55 to 59,558
British Columbia ,V7H,Male,60 to 64,505
British Columbia ,V7H,Male,65 to 69,363
British Columbia ,V7H,Male,70 to 74,391
British Columbia ,V7H,Male,75 to 79,230
British Columbia ,V7H,Male,80 to 84,164
British Columbia ,V7H,Male,85 plus,188
British Columbia ,V7J,Female,25 to 29,411
British Columbia ,V7J,Female,30 to 34,540
British Columbia ,V7J,Female,35 to 39,624
British Columbia ,V7J,Female,40 to 44,621
British Columbia ,V7J,Female,45 to 49,679
British Columbia ,V7J,Female,50 to 54,695
British Columbia ,V7J,Female,55 to 59,704
British Columbia ,V7J,Female,60 to 64,533
British Columbia ,V7J,Female,65 to 69,461
British Columbia ,V7J,Female,70 to 74,405
British Columbia ,V7J,Female,75 to 79,299
British Columbia ,V7J,Female,80 to 84,193
British Columbia ,V7J,Female,85 plus,232
British Columbia ,V7J,Male,25 to 29,499
British Columbia ,V7J,Male,30 to 34,481
British Columbia ,V7J,Male,35 to 39,561
British Columbia ,V7J,Male,40 to 44,561
British Columbia ,V7J,Male,45 to 49,549
British Columbia ,V7J,Male,50 to 54,607
British Columbia ,V7J,Male,55 to 59,716
British Columbia ,V7J,Male,60 to 64,574
British Columbia ,V7J,Male,65 to 69,405
British Columbia ,V7J,Male,70 to 74,353
British Columbia ,V7J,Male,75 to 79,249
British Columbia ,V7J,Male,80 to 84,167
British Columbia ,V7J,Male,85 plus,165
British Columbia ,V7K,Female,25 to 29,289
British Columbia ,V7K,Female,30 to 34,341
British Columbia ,V7K,Female,35 to 39,522
British Columbia ,V7K,Female,40 to 44,572
British Columbia ,V7K,Female,45 to 49,514
British Columbia ,V7K,Female,50 to 54,573
British Columbia ,V7K,Female,55 to 59,565
British Columbia ,V7K,Female,60 to 64,414
British Columbia ,V7K,Female,65 to 69,356
British Columbia ,V7K,Female,70 to 74,291
British Columbia ,V7K,Female,75 to 79,190
British Columbia ,V7K,Female,80 to 84,170
British Columbia ,V7K,Female,85 plus,257
British Columbia ,V7K,Male,25 to 29,311
British Columbia ,V7K,Male,30 to 34,301
British Columbia ,V7K,Male,35 to 39,441
British Columbia ,V7K,Male,40 to 44,541
British Columbia ,V7K,Male,45 to 49,489
British Columbia ,V7K,Male,50 to 54,541
British Columbia ,V7K,Male,55 to 59,574
British Columbia ,V7K,Male,60 to 64,436
British Columbia ,V7K,Male,65 to 69,290
British Columbia ,V7K,Male,70 to 74,259
British Columbia ,V7K,Male,75 to 79,176
British Columbia ,V7K,Male,80 to 84,114
British Columbia ,V7K,Male,85 plus,124
British Columbia ,V7L,Female,25 to 29,1094
British Columbia ,V7L,Female,30 to 34,1210
British Columbia ,V7L,Female,35 to 39,1193
British Columbia ,V7L,Female,40 to 44,1084
British Columbia ,V7L,Female,45 to 49,1083
British Columbia ,V7L,Female,50 to 54,1187
British Columbia ,V7L,Female,55 to 59,1199
British Columbia ,V7L,Female,60 to 64,1035
British Columbia ,V7L,Female,65 to 69,884
British Columbia ,V7L,Female,70 to 74,764
British Columbia ,V7L,Female,75 to 79,510
British Columbia ,V7L,Female,80 to 84,405
British Columbia ,V7L,Female,85 plus,467
British Columbia ,V7L,Male,25 to 29,1098
British Columbia ,V7L,Male,30 to 34,1232
British Columbia ,V7L,Male,35 to 39,1196
British Columbia ,V7L,Male,40 to 44,1160
British Columbia ,V7L,Male,45 to 49,981
British Columbia ,V7L,Male,50 to 54,1045
British Columbia ,V7L,Male,55 to 59,1104
British Columbia ,V7L,Male,60 to 64,942
British Columbia ,V7L,Male,65 to 69,804
British Columbia ,V7L,Male,70 to 74,626
British Columbia ,V7L,Male,75 to 79,388
British Columbia ,V7L,Male,80 to 84,305
British Columbia ,V7L,Male,85 plus,254
British Columbia ,V7M,Female,25 to 29,929
British Columbia ,V7M,Female,30 to 34,1134
British Columbia ,V7M,Female,35 to 39,1078
British Columbia ,V7M,Female,40 to 44,913
British Columbia ,V7M,Female,45 to 49,878
British Columbia ,V7M,Female,50 to 54,877
British Columbia ,V7M,Female,55 to 59,935
British Columbia ,V7M,Female,60 to 64,818
British Columbia ,V7M,Female,65 to 69,667
British Columbia ,V7M,Female,70 to 74,597
British Columbia ,V7M,Female,75 to 79,377
British Columbia ,V7M,Female,80 to 84,272
British Columbia ,V7M,Female,85 plus,348
British Columbia ,V7M,Male,25 to 29,933
British Columbia ,V7M,Male,30 to 34,1152
British Columbia ,V7M,Male,35 to 39,1027
British Columbia ,V7M,Male,40 to 44,870
British Columbia ,V7M,Male,45 to 49,737
British Columbia ,V7M,Male,50 to 54,730
British Columbia ,V7M,Male,55 to 59,814
British Columbia ,V7M,Male,60 to 64,737
British Columbia ,V7M,Male,65 to 69,556
British Columbia ,V7M,Male,70 to 74,439
British Columbia ,V7M,Male,75 to 79,302
British Columbia ,V7M,Male,80 to 84,179
British Columbia ,V7M,Male,85 plus,163
British Columbia ,V7N,Female,25 to 29,403
British Columbia ,V7N,Female,30 to 34,395
British Columbia ,V7N,Female,35 to 39,450
British Columbia ,V7N,Female,40 to 44,523
British Columbia ,V7N,Female,45 to 49,606
British Columbia ,V7N,Female,50 to 54,686
British Columbia ,V7N,Female,55 to 59,699
British Columbia ,V7N,Female,60 to 64,646
British Columbia ,V7N,Female,65 to 69,514
British Columbia ,V7N,Female,70 to 74,395
British Columbia ,V7N,Female,75 to 79,298
British Columbia ,V7N,Female,80 to 84,187
British Columbia ,V7N,Female,85 plus,260
British Columbia ,V7N,Male,25 to 29,446
British Columbia ,V7N,Male,30 to 34,388
British Columbia ,V7N,Male,35 to 39,421
British Columbia ,V7N,Male,40 to 44,437
British Columbia ,V7N,Male,45 to 49,498
British Columbia ,V7N,Male,50 to 54,561
British Columbia ,V7N,Male,55 to 59,667
British Columbia ,V7N,Male,60 to 64,540
British Columbia ,V7N,Male,65 to 69,456
British Columbia ,V7N,Male,70 to 74,376
British Columbia ,V7N,Male,75 to 79,256
British Columbia ,V7N,Male,80 to 84,165
British Columbia ,V7N,Male,85 plus,159
British Columbia ,V7P,Female,25 to 29,456
British Columbia ,V7P,Female,30 to 34,564
British Columbia ,V7P,Female,35 to 39,552
British Columbia ,V7P,Female,40 to 44,563
British Columbia ,V7P,Female,45 to 49,567
British Columbia ,V7P,Female,50 to 54,566
British Columbia ,V7P,Female,55 to 59,661
British Columbia ,V7P,Female,60 to 64,526
British Columbia ,V7P,Female,65 to 69,454
British Columbia ,V7P,Female,70 to 74,354
British Columbia ,V7P,Female,75 to 79,255
British Columbia ,V7P,Female,80 to 84,186
British Columbia ,V7P,Female,85 plus,203
British Columbia ,V7P,Male,25 to 29,489
British Columbia ,V7P,Male,30 to 34,564
British Columbia ,V7P,Male,35 to 39,548
British Columbia ,V7P,Male,40 to 44,542
British Columbia ,V7P,Male,45 to 49,501
British Columbia ,V7P,Male,50 to 54,492
British Columbia ,V7P,Male,55 to 59,532
British Columbia ,V7P,Male,60 to 64,501
British Columbia ,V7P,Male,65 to 69,395
British Columbia ,V7P,Male,70 to 74,292
British Columbia ,V7P,Male,75 to 79,214
British Columbia ,V7P,Male,80 to 84,145
British Columbia ,V7P,Male,85 plus,101
British Columbia ,V7R,Female,25 to 29,289
British Columbia ,V7R,Female,30 to 34,301
British Columbia ,V7R,Female,35 to 39,398
British Columbia ,V7R,Female,40 to 44,607
British Columbia ,V7R,Female,45 to 49,677
British Columbia ,V7R,Female,50 to 54,747
British Columbia ,V7R,Female,55 to 59,641
British Columbia ,V7R,Female,60 to 64,555
British Columbia ,V7R,Female,65 to 69,452
British Columbia ,V7R,Female,70 to 74,395
British Columbia ,V7R,Female,75 to 79,249
British Columbia ,V7R,Female,80 to 84,205
British Columbia ,V7R,Female,85 plus,226
British Columbia ,V7R,Male,25 to 29,322
British Columbia ,V7R,Male,30 to 34,236
British Columbia ,V7R,Male,35 to 39,339
British Columbia ,V7R,Male,40 to 44,465
British Columbia ,V7R,Male,45 to 49,642
British Columbia ,V7R,Male,50 to 54,720
British Columbia ,V7R,Male,55 to 59,636
British Columbia ,V7R,Male,60 to 64,545
British Columbia ,V7R,Male,65 to 69,464
British Columbia ,V7R,Male,70 to 74,391
British Columbia ,V7R,Male,75 to 79,263
British Columbia ,V7R,Male,80 to 84,163
British Columbia ,V7R,Male,85 plus,174
British Columbia ,V7S,Female,25 to 29,249
British Columbia ,V7S,Female,30 to 34,254
British Columbia ,V7S,Female,35 to 39,292
British Columbia ,V7S,Female,40 to 44,424
British Columbia ,V7S,Female,45 to 49,505
British Columbia ,V7S,Female,50 to 54,488
British Columbia ,V7S,Female,55 to 59,449
British Columbia ,V7S,Female,60 to 64,414
British Columbia ,V7S,Female,65 to 69,382
British Columbia ,V7S,Female,70 to 74,342
British Columbia ,V7S,Female,75 to 79,236
British Columbia ,V7S,Female,80 to 84,141
British Columbia ,V7S,Female,85 plus,149
British Columbia ,V7S,Male,25 to 29,288
British Columbia ,V7S,Male,30 to 34,226
British Columbia ,V7S,Male,35 to 39,225
British Columbia ,V7S,Male,40 to 44,305
British Columbia ,V7S,Male,45 to 49,397
British Columbia ,V7S,Male,50 to 54,467
British Columbia ,V7S,Male,55 to 59,430
British Columbia ,V7S,Male,60 to 64,385
British Columbia ,V7S,Male,65 to 69,359
British Columbia ,V7S,Male,70 to 74,361
British Columbia ,V7S,Male,75 to 79,245
British Columbia ,V7S,Male,80 to 84,158
British Columbia ,V7S,Male,85 plus,168
British Columbia ,V7T,Female,25 to 29,217
British Columbia ,V7T,Female,30 to 34,210
British Columbia ,V7T,Female,35 to 39,251
British Columbia ,V7T,Female,40 to 44,308
British Columbia ,V7T,Female,45 to 49,377
British Columbia ,V7T,Female,50 to 54,380
British Columbia ,V7T,Female,55 to 59,399
British Columbia ,V7T,Female,60 to 64,357
British Columbia ,V7T,Female,65 to 69,344
British Columbia ,V7T,Female,70 to 74,345
British Columbia ,V7T,Female,75 to 79,284
British Columbia ,V7T,Female,80 to 84,244
British Columbia ,V7T,Female,85 plus,395
British Columbia ,V7T,Male,25 to 29,193
British Columbia ,V7T,Male,30 to 34,144
British Columbia ,V7T,Male,35 to 39,170
British Columbia ,V7T,Male,40 to 44,198
British Columbia ,V7T,Male,45 to 49,267
British Columbia ,V7T,Male,50 to 54,335
British Columbia ,V7T,Male,55 to 59,324
British Columbia ,V7T,Male,60 to 64,337
British Columbia ,V7T,Male,65 to 69,313
British Columbia ,V7T,Male,70 to 74,291
British Columbia ,V7T,Male,75 to 79,240
British Columbia ,V7T,Male,80 to 84,191
British Columbia ,V7T,Male,85 plus,225
British Columbia ,V7V,Female,25 to 29,255
British Columbia ,V7V,Female,30 to 34,230
British Columbia ,V7V,Female,35 to 39,365
British Columbia ,V7V,Female,40 to 44,491
British Columbia ,V7V,Female,45 to 49,607
British Columbia ,V7V,Female,50 to 54,636
British Columbia ,V7V,Female,55 to 59,613
British Columbia ,V7V,Female,60 to 64,608
British Columbia ,V7V,Female,65 to 69,630
British Columbia ,V7V,Female,70 to 74,725
British Columbia ,V7V,Female,75 to 79,538
British Columbia ,V7V,Female,80 to 84,453
British Columbia ,V7V,Female,85 plus,783
British Columbia ,V7V,Male,25 to 29,265
British Columbia ,V7V,Male,30 to 34,190
British Columbia ,V7V,Male,35 to 39,185
British Columbia ,V7V,Male,40 to 44,326
British Columbia ,V7V,Male,45 to 49,481
British Columbia ,V7V,Male,50 to 54,504
British Columbia ,V7V,Male,55 to 59,562
British Columbia ,V7V,Male,60 to 64,539
British Columbia ,V7V,Male,65 to 69,542
British Columbia ,V7V,Male,70 to 74,552
British Columbia ,V7V,Male,75 to 79,402
British Columbia ,V7V,Male,80 to 84,331
British Columbia ,V7V,Male,85 plus,488
British Columbia ,V7W,Female,25 to 29,168
British Columbia ,V7W,Female,30 to 34,162
British Columbia ,V7W,Female,35 to 39,159
British Columbia ,V7W,Female,40 to 44,322
British Columbia ,V7W,Female,45 to 49,426
British Columbia ,V7W,Female,50 to 54,479
British Columbia ,V7W,Female,55 to 59,485
British Columbia ,V7W,Female,60 to 64,510
British Columbia ,V7W,Female,65 to 69,416
British Columbia ,V7W,Female,70 to 74,390
British Columbia ,V7W,Female,75 to 79,246
British Columbia ,V7W,Female,80 to 84,160
British Columbia ,V7W,Female,85 plus,124
British Columbia ,V7W,Male,25 to 29,210
British Columbia ,V7W,Male,30 to 34,130
British Columbia ,V7W,Male,35 to 39,161
British Columbia ,V7W,Male,40 to 44,237
British Columbia ,V7W,Male,45 to 49,307
British Columbia ,V7W,Male,50 to 54,373
British Columbia ,V7W,Male,55 to 59,488
British Columbia ,V7W,Male,60 to 64,520
British Columbia ,V7W,Male,65 to 69,401
British Columbia ,V7W,Male,70 to 74,389
British Columbia ,V7W,Male,75 to 79,279
British Columbia ,V7W,Male,80 to 84,153
British Columbia ,V7W,Male,85 plus,114
British Columbia ,V7X,Female,25 to 29,24
British Columbia ,V7X,Female,30 to 34,26
British Columbia ,V7X,Female,85 plus,1
British Columbia ,V7X,Male,25 to 29,28
British Columbia ,V7X,Male,30 to 34,36
British Columbia ,V7X,Male,35 to 39,4
British Columbia ,V7X,Male,40 to 44,2
British Columbia ,V7X,Male,45 to 49,3
British Columbia ,V7X,Male,50 to 54,2
British Columbia ,V8A,Female,25 to 29,329
British Columbia ,V8A,Female,30 to 34,454
British Columbia ,V8A,Female,35 to 39,479
British Columbia ,V8A,Female,40 to 44,460
British Columbia ,V8A,Female,45 to 49,530
British Columbia ,V8A,Female,50 to 54,641
British Columbia ,V8A,Female,55 to 59,819
British Columbia ,V8A,Female,60 to 64,835
British Columbia ,V8A,Female,65 to 69,892
British Columbia ,V8A,Female,70 to 74,727
British Columbia ,V8A,Female,75 to 79,499
British Columbia ,V8A,Female,80 to 84,348
British Columbia ,V8A,Female,85 plus,396
British Columbia ,V8A,Male,25 to 29,344
British Columbia ,V8A,Male,30 to 34,435
British Columbia ,V8A,Male,35 to 39,425
British Columbia ,V8A,Male,40 to 44,406
British Columbia ,V8A,Male,45 to 49,519
British Columbia ,V8A,Male,50 to 54,611
